0x1e7
0x310
0x411
0x41f
0x468
0x46d
0x4ab
0x545
0x563
0x56b
0x60c
0x613
0x651
0x677
0x6b5
0x6db
0x6fa
0x849
0x88d
0x91e
0x92f
0x9bd
0xdda
0xe68
0xf3a
0xfbc
0x118b
0x11e1
0x123b
0x1264
0x12a2
0x1364
0x1388
0x143c
0x1466
0x14ea
0x1534
0x155e
0x167a
0x18b8
0x18e4
0x18f0
0x1908
0x1bd3
0x1c15
0x1c3e
0x1dee
0x1fc1
0x201f
0x207f
0x2252
0x22ac
0x2351
0x23bc
0x23ec
0x25a7
0x2649
0x267d
0x26be
