0x7c
0x1c7
0x223
0x22e
0x262
0x466
0x584
0x5e2
0x9e2
0xbde
0xc3a
0x1433
0x158e
0x1747
0x1804
0x190b
0x1cef
0x1d8c
0x1db2
0x1f00
0x1f70
0x20be
0x2248
0x226b
0x2275
0x2448
0x24cc
0x2700
0x284e
0x2b42
0x2e45
0x2e64
0x31c9
0x327e
0x33b2
0x3460
0x3480
