0x1b1
0x30e
0x5c8
0x700
0x97d
0x986
0xa8d
0xa9d
0xb92
0xf02
0xf60
0xfde
0x148e
0x150f
0x1868
0x1932
0x1a7a
0x1b38
0x1c3c
0x1c82
0x1d84
0x1e42
0x2090
0x20ad
0x20c5
0x255c
0x2578
0x258b
0x2594
0x25b4
0x2632
0x2756
0x28a0
0x28fc
0x29bc
0x2a3c
0x2b20
0x2b7c
0x2b81
0x2b98
0x2bd8
0x2c4c
0x2c86
0x2d11
