0xc2
0x165
0x185
0x3e4
0x5a2
0x604
0x6b2
0x708
0x7e2
0xe00
0x1114
0x12e7
0x18b5
0x193a
0x193f
0x1b82
0x1c22
0x1ca6
0x2189
0x239b
0x25ea
0x2647
0x269a
0x26b4
0x270c
0x2711
0x2728
0x2869
0x29ea
0x2b82
0x2c54
0x2ccb
