0x1a5
0x28a
0x390
0x404
0x409
0x4bf
0x503
0x52f
0x579
0x5b7
0x6d5
0x754
0x759
0x7e0
0x7e7
0x8fd
0xa49
0xcfe
0xd40
0xe01
0x11b0
0x13fe
0x144a
0x16d4
0x1766
0x178f
0x17b1
