0x1f
0x80
0xaa
0x1d3
0x201
0x2be
0x2cc
0x2df
0x2fa
0x53a
0x69a
0xb36
0xd88
0xe60
0x10ca
0x11d6
0x1294
0x1452
0x1510
0x1520
0x1532
0x1562
0x1572
0x1636
0x165b
0x1688
0x17a2
0x1a2b
0x1ab5
0x2207
0x2324
0x240e
0x2438
0x2440
0x25a4
0x26fd
0x2976
0x2b64
0x2c2d
0x2c5a
0x2e00
0x301c
0x32ba
0x3436
0x3715
0x379a
0x390e
0x3b52
0x3cb6
0x3d37
0x3eba
0x405a
0x41ea
0x42a7
0x42d4
0x433e
0x462f
0x46ae
0x4709
0x471a
0x4788
0x479b
0x47b0
0x47b8
