0x96
0x123
0x148
0x432
0x56a
0x64c
0x696
0x69e
0xbdd
0xe15
0x132b
0x13a5
0x13c6
0x1464
0x149a
0x14de
0x1641
0x1a51
0x1c43
0x1c61
0x1c89
