0x1e	0x64356235303630
0x24e8	0x66666666666666
0x24fc	0x66666666666666
0x2504	0x66666666666666
0x250c	0x66666666666666
0x2514	0x66666666666666
0x251c	0x66666666666666
0x252a	0x66666666666666
0x2532	0x66666666666666
0x253a	0x66666666666666
0x2542	0x66666666666666
0x254a	0x66666666666666
0x2560	0x363537
0x256a	0x64356238303931
0x257f	0x363030
0x258b	0x383135
0x259a	0x64353736313132
0x25a2	0x30333338343834
0x25bc	0x313537666535
0x25c3	0x393036
0x25e1	0x383038
0x25f6	0x35353635
0x25fb	0x353035
0x2605	0x363030
0x260e	0x66666666666666
0x2616	0x66666666666666
0x261e	0x66666666666666
0x2626	0x66666666666666
0x262e	0x66666666666666
0x263c	0x66666666666666
0x2644	0x66666666666666
0x264c	0x66666666666666
0x2654	0x66666666666666
0x265c	0x66666666666666
0x2673	0x35373630303038
0x267c	0x64356236303033
0x268c	0x66666666666666
0x2694	0x66666666666666
0x269c	0x66666666666666
0x26a4	0x66666666666666
0x26ac	0x66666666666666
0x26b8	0x66666666666666
0x26c0	0x66666666666666
0x26c8	0x66666666666666
0x26d0	0x66666666666666
0x26d8	0x66666666666666
0x270d	0x363131
0x2713	0x363131343834
0x271d	0x313531
0x2730	0x64356236303030
0x273a	0x66666666666666
0x2742	0x66666666666666
0x274a	0x66666666666666
0x2752	0x66666666666666
0x275a	0x66666666666666
0x2767	0x3630303039
0x2779	0x3930
0x2780	0x66666666666666
0x2788	0x66666666666666
0x2790	0x66666666666666
0x2798	0x66666666666666
0x27a0	0x66666666666666
0x27ac	0x66666666666666
0x27b4	0x66666666666666
0x27bc	0x66666666666666
0x27c4	0x66666666666666
0x27cc	0x66666666666666
0x27d7	0x38626530303739
0x27df	0x35333136
0x27ec	0x64316664
0x27f2	0x3466
0x27fd	0x39373232613364
0x2805	0x6166
0x2808	0x336234313836
0x280f	0x36623634353765
0x282c	0x3336
0x2835	0x3630303036
0x2841	0x3831
0x284a	0x66666666666666
0x2852	0x66666666666666
0x285a	0x66666666666666
0x2862	0x66666666666666
0x286a	0x66666666666666
0x287e	0x66666666666666
0x2886	0x66666666666666
0x288e	0x66666666666666
0x2896	0x66666666666666
0x289e	0x66666666666666
0x28b5	0x363030
0x28bd	0x3630303039
0x28cf	0x3930
0x28d6	0x66666666666666
0x28de	0x66666666666666
0x28e6	0x66666666666666
0x28ee	0x66666666666666
0x28f6	0x66666666666666
0x2909	0x363030
0x2911	0x3630303039
0x2923	0x3930
0x292a	0x66666666666666
0x2932	0x66666666666666
0x293a	0x66666666666666
0x2942	0x66666666666666
0x294a	0x66666666666666
0x2956	0x66666666666666
0x295e	0x66666666666666
0x2966	0x66666666666666
0x296e	0x66666666666666
0x2976	0x66666666666666
0x2984	0x66666666666666
0x298c	0x66666666666666
0x2994	0x66666666666666
0x299c	0x66666666666666
0x29a4	0x66666666666666
0x29b9	0x363036
0x29c1	0x3830
0x29ed	0x30313630323038
0x2a61	0x31303631313534
0x2a93	0x383230
0x2aaf	0x383135
0x2adf	0x31363832303139
0x2ae9	0x353035
0x2afd	0x363131
0x2b0a	0x34353635623135
0x2b22	0x64356236313135
0x2b2b	0x383136
0x2b31	0x3536
0x2b37	0x353035
0x2b3d	0x363131
0x2b42	0x3733
0x2b49	0x6230
0x2b4f	0x353635
0x2b53	0x333337
0x2b58	0x66666666666666
0x2b60	0x66666666666666
0x2b68	0x66666666666666
0x2b70	0x66666666666666
0x2b78	0x66666666666666
0x2b86	0x66666666666666
0x2b8e	0x66666666666666
0x2b96	0x66666666666666
0x2b9e	0x66666666666666
0x2ba6	0x66666666666666
0x2bbc	0x343537363030
0x2bc6	0x64356238303630
0x2bd8	0x66666666666666
0x2be0	0x66666666666666
0x2be8	0x66666666666666
0x2bf0	0x66666666666666
0x2bf8	0x66666666666666
0x2c04	0x66666666666666
0x2c0c	0x66666666666666
0x2c14	0x66666666666666
0x2c1c	0x66666666666666
0x2c24	0x66666666666666
0x2c52	0x66666666666666
0x2c5a	0x66666666666666
0x2c62	0x66666666666666
0x2c6a	0x66666666666666
0x2c72	0x66666666666666
0x2c7e	0x66666666666666
0x2c86	0x66666666666666
0x2c8e	0x66666666666666
0x2c96	0x66666666666666
0x2c9e	0x66666666666666
0x2ccf	0x3831
0x2cd8	0x66303231393136
0x2cf6	0x66666666666666
0x2cfe	0x66666666666666
0x2d06	0x66666666666666
0x2d0e	0x66666666666666
0x2d16	0x66666666666666
0x2d24	0x66666666666666
0x2d2c	0x66666666666666
0x2d34	0x66666666666666
0x2d3c	0x66666666666666
0x2d44	0x66666666666666
0x2d4f	0x31373330376561
0x2d57	0x333961
0x2d5b	0x363130
0x2d60	0x383839393834
0x2d68	0x6433
0x2d6b	0x3539626439
0x2d74	0x32303066323230
0x2d82	0x61326235
0x2d8d	0x33313833
0x2dc2	0x3335
0x2dcb	0x363131
0x2dd0	0x30333338333833
0x2de1	0x353035
0x2de9	0x363030
0x2df3	0x3832
0x2df9	0x36313162
0x2dff	0x3930
0x2e08	0x66666666666666
0x2e15	0x393035
0x2e23	0x363131
0x2e29	0x38343834
0x2e34	0x3035
0x2e39	0x363131
0x2e4b	0x396535
0x2e51	0x313531
0x2e64	0x64356235303530
0x2e73	0x363036
0x2e84	0x353536
0x2e89	0x313531
0x2e93	0x35373630303038
0x2e9c	0x64356236303062
0x2ef1	0x30313630323038
0x2f5c	0x36353738303630
0x2f65	0x31303631313763
0x2f6d	0x353736
0x2f92	0x36353635623832
0x2fb3	0x383135
0x2fd6	0x3935373832
0x2fe3	0x31363832303139
0x2fed	0x353035
0x3005	0x363030
0x3016	0x66666666666666
0x301e	0x66666666666666
0x3026	0x66666666666666
0x302e	0x66666666666666
0x3036	0x66666666666666
0x3042	0x66666666666666
0x304a	0x66666666666666
0x3052	0x66666666666666
0x305a	0x66666666666666
0x3062	0x66666666666666
0x3090	0x66666666666666
0x3098	0x66666666666666
0x30a0	0x66666666666666
0x30a8	0x66666666666666
0x30b0	0x66666666666666
0x30bc	0x66666666666666
0x30c4	0x66666666666666
0x30cc	0x66666666666666
0x30d4	0x66666666666666
0x30dc	0x66666666666666
0x3113	0x3930
0x311a	0x66313639303530
0x312d	0x363131
0x3133	0x363131343834
0x313d	0x313531
0x3146	0x3935
0x3150	0x64356236313138
0x3158	0x323831
0x315f	0x6331353635
0x3165	0x353035
0x316b	0x363030
0x31a9	0x3930
0x31b0	0x66666666666666
0x31b8	0x66666666666666
0x31c0	0x66666666666666
0x31c8	0x66666666666666
0x31d0	0x66666666666666
0x31e4	0x66666666666666
0x31ec	0x66666666666666
0x31f4	0x66666666666666
0x31fc	0x66666666666666
0x3204	0x66666666666666
0x3212	0x66666666666666
0x321a	0x66666666666666
0x3222	0x66666666666666
0x322a	0x66666666666666
0x3232	0x66666666666666
0x324f	0x363030
0x3267	0x393035
0x3270	0x66666666666666
0x3278	0x66666666666666
0x3280	0x66666666666666
0x3288	0x66666666666666
0x3290	0x66666666666666
0x329e	0x66666666666666
0x32a6	0x66666666666666
0x32ae	0x66666666666666
0x32b6	0x66666666666666
0x32be	0x66666666666666
0x32d0	0x3235
0x32da	0x66666666666666
0x32e2	0x66666666666666
0x32ea	0x66666666666666
0x32f2	0x66666666666666
0x32fa	0x66666666666666
0x3309	0x3834
0x330f	0x666435363562
0x3318	0x66666666666666
0x3320	0x66666666666666
0x3328	0x66666666666666
0x3330	0x66666666666666
0x3338	0x66666666666666
0x3345	0x383036
0x334c	0x333537
0x3356	0x323831
0x3365	0x356239
0x3379	0x363131
0x337e	0x37383338
0x3389	0x626435363562
0x3394	0x3138333832
0x33a3	0x363131
0x33a8	0x6238323832
0x33b2	0x36353635
0x33b7	0x353035
0x33c1	0x363131
0x33c6	0x613832383236
0x33d1	0x3536356236
0x33da	0x34383238323631
0x33e4	0x36353635
0x33e9	0x363131
0x33ee	0x64383136313235
0x33fb	0x353035
0x3403	0x363131
0x3407	0x3061
0x3410	0x353536
0x3415	0x313531
0x341d	0x3135
0x3428	0x64356238303630
0x3431	0x363030
0x3467	0x3363
0x3473	0x6432
0x3479	0x353035
0x3483	0x363131
0x3487	0x3533
0x348d	0x3464
0x349b	0x383236
0x34a7	0x353035
0x34ad	0x363131
0x34b1	0x3661
0x34b9	0x36313235
0x34be	0x3139303931
0x34c8	0x66666666666666
0x34d5	0x383037
0x34da	0x66666666666666
0x34e2	0x66666666666666
0x34ea	0x66666666666666
0x34f2	0x66666666666666
0x34fa	0x66666666666666
0x3505	0x36616531373238
0x350f	0x613330623830
0x3517	0x62666364643431
0x3521	0x6131
0x3524	0x3562663866
0x352a	0x37373534343466
0x3532	0x3730323536
0x3538	0x343465
0x353d	0x663364
0x3541	0x63336636363034
0x355a	0x3235
0x3561	0x363131
0x3565	0x6334
0x356d	0x36313236
0x357c	0x66666666666666
0x3589	0x383037
0x358e	0x66666666666666
0x3596	0x66666666666666
0x359e	0x66666666666666
0x35a6	0x66666666666666
0x35ae	0x66666666666666
0x35b9	0x65393434373961
0x35c2	0x37653139353263
0x35ca	0x37386632
0x35cf	0x3662616162
0x35d8	0x6463
0x35dc	0x373732
0x35e0	0x3933366336
0x35e9	0x6566343839
0x35ef	0x353234636236
0x360e	0x3235
0x3615	0x363030
0x361e	0x66666666666666
0x3626	0x66666666666666
0x362e	0x66666666666666
0x3636	0x66666666666666
0x363e	0x66666666666666
0x364c	0x66666666666666
0x3654	0x66666666666666
0x365c	0x66666666666666
0x3664	0x66666666666666
0x366c	0x66666666666666
0x3681	0x343735
0x368c	0x64356238323630
0x36a0	0x66666666666666
0x36a8	0x66666666666666
0x36b0	0x66666666666666
0x36b8	0x66666666666666
0x36c0	0x66666666666666
0x36cc	0x66666666666666
0x36d4	0x66666666666666
0x36dc	0x66666666666666
0x36e4	0x66666666666666
0x36ec	0x66666666666666
0x3723	0x3930
0x372a	0x66313639303530
0x373d	0x363030
0x3745	0x626638
0x374c	0x66666666666666
0x3754	0x66666666666666
0x375c	0x66666666666666
0x3764	0x66666666666666
0x376c	0x66666666666666
0x377f	0x313531
0x3787	0x636535
0x3797	0x6239353635
0x379d	0x363030
0x37a6	0x66666666666666
0x37ae	0x66666666666666
0x37b6	0x66666666666666
0x37be	0x66666666666666
0x37c6	0x66666666666666
0x37d5	0x376130
0x37ec	0x66666666666666
0x37f7	0x30313030
0x3844	0x66666666666666
0x384c	0x66666666666666
0x3854	0x66666666666666
0x385c	0x66666666666666
0x3864	0x66666666666666
0x3870	0x66666666666666
0x3878	0x66666666666666
0x3880	0x66666666666666
0x3888	0x66666666666666
0x3890	0x66666666666666
0x38a8	0x66666666666666
0x38b0	0x66666666666666
0x38b8	0x66666666666666
0x38c0	0x66666666666666
0x38c8	0x66666666666666
0x38d4	0x66666666666666
0x38dc	0x66666666666666
0x38e4	0x66666666666666
0x38ec	0x66666666666666
0x38f4	0x66666666666666
0x3955	0x383338
0x3961	0x63353537
0x3985	0x61613536
0x398b	0x353035
0x39a3	0x31363830313536
0x39ad	0x66323537
0x39cf	0x3033
0x39e5	0x353039
0x3a11	0x313538
0x3a1b	0x3134353736
0x3a26	0x64356235303561
0x3a2e	0x31313538303135
0x3a39	0x3238353733
0x3a3f	0x3630303038
0x3a47	0x336436303030
0x3a4e	0x64356235303530
0x3a61	0x3630323038
0x3a6f	0x3365353736
0x3a7a	0x64356238313031
0x3aa9	0x376130
0x3aaf	0x30313030
0x3aed	0x666666
0x3af1	0x66666666666666
0x3af9	0x66666666666666
0x3b01	0x66666666666666
0x3b09	0x66666666666666
0x3b11	0x66666666666666
0x3b19	0x66666666666666
0x3b21	0x66666666313931
0x3b2d	0x666666
0x3b31	0x66666666666666
0x3b39	0x66666666666666
0x3b41	0x66666666666666
0x3b49	0x66666666666666
0x3b51	0x66666666666666
0x3b59	0x66666666666666
0x3b61	0x66666666313931
0x3b73	0x393439
0x3b83	0x363030
0x3b8a	0x66666666666666
0x3b92	0x66666666666666
0x3b9a	0x66666666666666
0x3ba2	0x66666666666666
0x3baa	0x66666666666666
0x3bb8	0x66666666666666
0x3bc0	0x66666666666666
0x3bc8	0x66666666666666
0x3bd0	0x66666666666666
0x3bd8	0x66666666666666
0x3bed	0x6664353736
0x3bf8	0x64356238303733
0x3c00	0x66666666666666
0x3c08	0x66666666666666
0x3c10	0x66666666666666
0x3c18	0x66666666666666
0x3c20	0x66666666666666
0x3c2d	0x3630303039
0x3c3f	0x3930
0x3c46	0x66666666666666
0x3c4e	0x66666666666666
0x3c56	0x66666666666666
0x3c5e	0x66666666666666
0x3c66	0x66666666666666
0x3c72	0x66666666666666
0x3c7a	0x66666666666666
0x3c82	0x66666666666666
0x3c8a	0x66666666666666
0x3c92	0x66666666666666
0x3c9d	0x38626530303739
0x3ca5	0x35333136
0x3cb2	0x64316664
0x3cb8	0x3466
0x3cc3	0x39373232613364
0x3ccb	0x6166
0x3cce	0x336234313836
0x3cd5	0x36623634353765
0x3cf2	0x3338
0x3cf9	0x3630303036
0x3d05	0x3831
0x3d0e	0x66666666666666
0x3d16	0x66666666666666
0x3d1e	0x66666666666666
0x3d26	0x66666666666666
0x3d2e	0x66666666666666
0x3d42	0x66666666666666
0x3d4a	0x66666666666666
0x3d52	0x66666666666666
0x3d5a	0x66666666666666
0x3d62	0x66666666666666
0x3d7b	0x383237
0x3d80	0x66666666666666
0x3d88	0x66666666666666
0x3d90	0x66666666666666
0x3d98	0x66666666666666
0x3da0	0x66666666666666
0x3dad	0x646438323631
0x3dbb	0x373366
0x3dbf	0x66666666666666
0x3dc7	0x66666666666666
0x3dcf	0x66666666666666
0x3dd7	0x66666666666666
0x3ddf	0x66666666666631
0x3df1	0x666635373630
0x3dfc	0x64356236303030
0x3e06	0x66666666666666
0x3e0e	0x66666666666666
0x3e16	0x66666666666666
0x3e1e	0x66666666666666
0x3e26	0x66666666666666
0x3e34	0x66666666666666
0x3e3c	0x66666666666666
0x3e44	0x66666666666666
0x3e4c	0x66666666666666
