0x1bd
0x27c
0x43a
0x546
0x648
0x788
0x13f2
0x1490
0x14c6
0x150a
0x1560
0x157a
0x1796
0x179d
0x17c6
0x18f0
0x1949
0x1b76
0x1c08
0x1c12
0x1ed2
0x2030
0x207e
0x222c
0x2301
0x25fc
0x2603
0x2738
0x279c
0x29ca
0x2aaa
0x2b42
0x2c74
0x2c8a
0x2ef4
0x2f22
0x31d8
0x3236
0x3415
0x34b0
0x34ba
0x34fa
0x3544
0x3780
0x390f
0x3d69
0x45ed
0x4a2d
0x4a8f
