0x1e5
0x1fd
0x311
0x680
0x75a
0x79c
0x7c3
0xa0e
0xb9f
0xc2c
0xfd6
0x1010
0x1030
0x1103
0x11ee
0x1260
0x1293
0x12fc
0x1398
0x141a
0x146a
0x1543
0x15cc
0x15f0
0x1600
0x17b4
0x17ed
0x1840
0x19c2
0x1ae4
0x1d50
0x1d84
0x1f37
0x202a
0x223e
0x226c
0x22a4
0x22d6
0x2393
0x23b5
