0x1b5
0x201
0x217
0x4e2
0x55a
0x586
0x5fa
0x91c
0x95e
0xc20
0xcc6
0xe56
0xf98
0x100f
0x107b
0x10fa
0x1180
0x129a
0x1435
0x1491
0x14c0
0x14d1
0x14d8
0x1519
0x1520
0x1577
0x157e
0x1651
0x1697
0x18b2
0x18ec
0x1926
0x194b
0x19fb
0x1b1b
0x1c10
0x1c48
0x1caa
0x1ce3
0x1d2e
0x1e14
0x2027
0x20e7
0x220e
0x2239
0x227f
0x2296
0x231e
0x2336
0x23e3
0x2429
0x247a
0x25be
0x2674
0x2742
0x27e9
0x2855
0x289f
0x2a71
0x2d1f
0x2db0
0x2de5
0x2e0e
0x2ef5
0x2f2e
0x2faa
0x3098
0x3332
0x3364
0x3414
0x344c
0x3496
0x34c3
0x34ca
0x3509
0x3510
0x3564
0x38d4
0x3928
0x3989
0x3994
0x3a19
0x3af3
0x3b57
0x3c12
0x3caa
0x3d72
0x3daa
0x3dd6
0x3e28
0x3e89
0x3e94
0x4141
0x414c
0x4271
0x4293
