0x9e6
0xe8b
0xf13
0x1006
0x1081
0x10e2
0x1323
0x132a
0x1498
0x1546
0x180a
0x18ba
0x1961
0x1c38
0x1d22
0x1dee
0x1e96
0x1ef0
0x1fa8
0x2086
0x219e
0x21c3
0x2404
0x27ae
0x29ee
0x2a1f
0x2df6
0x2e82
