0x1bb
0x1ff
0x24a
0x442
0x534
0x55e
0x588
0x674
0x792
0x7bc
0x856
0xd50
0xd68
0xe15
0xe2e
0xf2c
0x1005
0x1069
0x1284
0x12fe
0x1388
0x145c
0x14ba
0x14ca
0x14e4
0x151c
0x1540
0x1564
0x15da
0x164c
0x168a
0x173f
0x1750
0x1758
0x1956
0x1a36
0x1b0c
0x1c30
0x1c6e
0x1cba
0x1de0
0x1e46
0x1f0a
0x1f1c
0x2042
0x2212
0x22d7
0x234e
0x2432
0x2568
0x25a6
0x2618
0x2668
0x26ae
0x26da
0x26fa
0x2724
0x277e
0x28f6
0x28fb
0x290c
0x295c
0x2979
0x299b
