0x1a5
0x1bb
0x23a
0x3c1
0x3e0
0x45b
0x47a
0x481
0x4a0
0x4a7
0x4eb
0x51b
0x5bc
0x5c3
0x5e2
0x628
0x6b1
0x6f5
0x798
0x871
0x8ef
0x910
0x939
0x965
0x9cc
0x9fa
0xa25
0xaf8
0xb50
0xb77
0xcb2
0xd63
0xe46
0xefe
0xfab
0xff5
0x101a
0x115d
0x1284
0x12ae
0x1428
0x1482
0x157c
0x1603
0x167c
0x16b8
0x16e6
0x17a5
0x183d
0x197c
0x1a57
0x1aaf
0x1ad4
