0x1f9
0x219
0x2a2
0x56f
0x59a
0x59f
0x6b1
0x6c9
0x751
0xc4b
0xf49
0x11c1
0x12db
0x1395
0x13f2
0x1412
0x1422
0x1424
0x143e
0x1452
0x146a
0x161f
0x168d
0x182c
0x18c1
0x18ea
0x1c6d
0x1d3f
0x1dae
0x1f0e
0x1f68
0x1f81
0x2065
0x20e5
0x2128
0x215e
0x2291
0x22ca
0x23af
0x23e8
0x2414
0x242e
0x244c
0x2548
0x25ea
0x278b
0x28ea
0x2925
0x295f
0x296b
