0x1b1
0x218
0x221
0x23a
0x3a4
0x3d2
0x41a
0x5a5
0x5b0
0x5c0
0x6e9
0x738
0x82e
0x94e
0x9c4
0xa07
0xace
0xaf8
0xbf5
0xd25
0xe15
0xe87
0xea6
0xeb8
0xedd
0xef0
0xf2a
0xf3e
0x1014
0x1034
0x10c1
0x1155
0x1190
0x11ae
0x11e6
0x12b6
0x1396
0x13b6
0x141d
0x1438
0x1516
0x15c9
0x162d
0x1668
0x1688
0x16d4
0x16f0
0x18bc
0x18da
0x18df
0x18f0
0x1920
0x192f
0x1940
0x1955
0x1997
