0x1689	0x636235	320
0x261c	0x3761	320
0x108a	0x3339303931	320
0x108a	0x63333738646161	320
0x108a	0x306335373832	320
0x1352	0x3339303931	320
0x1352	0x63333738646161	320
0x1352	0x306335373832	320
0x14e2	0x3339303931	320
0x14e2	0x63333738646161	320
0x14e2	0x306335373832	320
0x17ac	0x3339303931	320
0x17ac	0x63333738646161	320
0x17ac	0x306335373832	320
0x1c42	0x3339303931	320
0x1c42	0x63333738646161	320
0x1c42	0x306335373832	320
0x1e08	0x3339303931	320
0x1e08	0x63333738646161	320
0x1e08	0x306335373832	320
0x2042	0x3339303931	320
0x2042	0x63333738646161	320
0x2042	0x306335373832	320
