0xaf6	0xb3d	0	0	4
0x11e	0x133	0	0	32
0x124	0x133	32	0	32
0x1dc	0x1ea	0	0	32
0x21e	0x22c	0	0	32
0x249	0x257	0	0	32
0x2b2	0x2c0	0	0	32
0x2e3	0x32c	0	0	32
0x2e9	0x32c	32	0	32
0x3f8	0xd21	0	0	32
0x3f8	0xd26	0	0	32
0x400	0xd09	0	0	32
0x4ba	0x4c3	32	0	32
0x4be	0x4c3	0	0	32
0x574	0x580	0	0	32
0x57a	0x580	32	0	32
0x63f	0x64b	0	0	32
0x645	0x64b	32	0	32
0x66a	0x66f	0	0	32
0x6a5	0x6aa	0	0	32
0x71d	0x729	0	0	32
0x723	0x729	32	0	32
0x776	0x782	0	0	32
0x77c	0x782	32	0	32
0x88e	0x893	0	0	32
0x983	0x98f	0	0	32
0x989	0x98f	32	0	32
0x9a1	0x9a6	0	0	32
0x9fd	0x2d9	0	0	32
0x9fd	0x327	0	0	32
0xa04	0x2e7	0	0	32
0xa04	0x2f0	0	0	32
0xa1a	0xa1f	0	0	32
0xaab	0xab7	0	0	32
0xab1	0xab7	32	0	32
0xb03	0xb3d	4	0	32
0xb07	0xb3d	36	0	32
0xb2e	0xb3d	68	0	32
0xb72	0xb7e	0	0	32
0xb78	0xb7e	32	0	32
0xbb3	0xbb8	0	0	32
0xc31	0xc3d	0	0	32
0xc37	0xc3d	32	0	32
0xcc5	0xcca	0	0	32
0xe72	0xe77	0	0	32
0xf02	0xf07	0	0	32
0x8f7	0x8fb	0	0	320
0xd3f	0xd43	0	0	320
0xed9	0xedd	0	0	320
