0x1f3
0x1fd
0x216
0x290
0x480
0x4ab
0x4fb
0x51a
0x589
0x5de
0x624
0x634
0x660
0x68e
0x695
0x6d9
0x712
0x717
0x754
0x782
0x789
0x7af
0x7d5
0x814
0x819
0x838
0x83f
0x85e
0x865
0x87c
0x919
0x930
0xa26
0xaf9
0xb0c
0xb9c
0xbab
0xbc9
0xc00
0xc54
0xcf5
0xd36
0xd7c
0xdfc
0xfaa
0xfe8
0x1226
0x12a8
0x12b8
0x12e2
0x134d
0x1464
0x14bc
0x14de
0x158d
0x174c
0x176a
0x1798
0x1814
0x1907
0x19d8
0x1a02
0x1bd8
0x1cd2
0x1da0
0x1e76
0x1ff4
0x2060
0x20ac
0x217d
0x219f
