0x1bd
0x376
0x4da
0x5dc
0x63a
0x728
0x7d6
0x898
0x9e4
0xfbc
0x1463
0x172a
0x1766
0x197f
0x1b9d
0x1c67
0x22b8
0x22d8
0x232c
0x2341
0x259f
0x260c
0x26f0
0x2760
0x278a
0x28d4
0x2902
0x2aa2
0x305f
0x30b7
0x30cd
0x30fa
