0xac
0xc2
0xe5
0x191
0x404
0x7a8
0x933
0x9a4
0xac7
0xb38
0xc5b
0xe12
0xef8
0x10e0
0x1452
0x15d4
0x18e0
0x1a08
0x1b0e
0x1fac
0x26d6
0x2800
0x2a50
0x2ad6
0x2b4e
0x2e80
0x3042
0x3128
0x31ad
0x326a
0x348e
0x35b4
0x3764
0x3b5c
0x3e2a
0x3fb5
0x40f4
0x4172
0x43ec
0x4762
0x4a2c
0x4da2
0x505c
0x51ac
0x51f0
0x5201
