0x16	0x3035373630
0x21	0x30313030
0x62	0x66666666666666
0x71	0x66663966
0x7e	0x3535373830
0x87	0x32636137
0xa2	0x653134363130
0xab	0x353738
0xb8	0x3531
0xca	0x313534303431
0xd7	0x3537383036
0xe4	0x3631
0xec	0x3835
0xf5	0x6135636235
0xfb	0x313436
0x102	0x663537
0x10b	0x33326435396231
0x118	0x613537383036
0x124	0x34613831
0x136	0x386663
0x13a	0x38666431
0x145	0x353738303633
0x14c	0x31366535
0x152	0x663134363130
0x162	0x65353939
0x168	0x64313436313032
0x170	0x3935
0x178	0x396430396338
0x17f	0x3134363130
0x186	0x363537383036
0x18e	0x32666465333862
0x1a1	0x363030
0x1a8	0x64356233343830
0x1b6	0x313537363030
0x1c0	0x64356235303631
0x1ca	0x63363030343830
0x1da	0x37393139303831
0x1e9	0x353535363562
0x1f5	0x35363562
0x213	0x363034
0x222	0x33356233343830
0x231	0x353736303030
0x23a	0x64356235303631
0x263	0x313435363562
0x26f	0x353635623030
0x277	0x333438
0x28c	0x64356235303631
0x29d	0x353635
0x2a1	0x303035
0x2a5	0x333438
0x2b1	0x353736303030
0x2ba	0x64356235303631
0x2cb	0x35363562363034
0x2e9	0x363034
0x2f8	0x33356233343830
0x310	0x64356235303631
0x325	0x363034
0x331	0x39313930363132
0x33a	0x30353635
0x33f	0x363034
0x34e	0x33356233343830
0x35c	0x343537
0x366	0x64356235303631
0x370	0x643631
0x377	0x353635
0x37b	0x303035
0x37f	0x333438
0x38a	0x62353736
0x394	0x64356235303631
0x39e	0x3436313038
0x3a5	0x3536356236
0x3b4	0x313931393036
0x3c3	0x363034
0x3d2	0x33356233343830
0x3e0	0x36353736303030
0x3ea	0x64356235303631
0x3f4	0x66363130383836
0x3ff	0x363034
0x40b	0x39313930
0x414	0x313536
0x419	0x363034
0x428	0x33356233343830
0x440	0x64356235303631
0x44b	0x36303034
0x469	0x653635363562
0x474	0x6435363562
0x47d	0x333438
0x489	0x3537
0x492	0x64356235303631
0x4a2	0x61353635623630
0x4c1	0x363034
0x4d0	0x33356233343830
0x4e8	0x64356235303631
0x503	0x393139
0x511	0x313435363562
0x521	0x363034
0x52c	0x3039
0x53c	0x63353635
0x541	0x363034
0x550	0x33356233343830
0x55e	0x353537
0x568	0x64356235303631
0x572	0x3036303034
0x582	0x62393139
0x591	0x33383536356236
0x59b	0x33363536356236
0x5ac	0x6439313930
0x5b6	0x313536
0x5bb	0x363034
0x5ca	0x33356233343830
0x5d8	0x32353736303030
0x5e2	0x64356235303631
0x5ed	0x3630303438
0x60b	0x6562353635
0x611	0x363131
0x617	0x353635623630
0x627	0x3931
0x630	0x30353635
0x635	0x363034
0x644	0x33356233343830
0x653	0x35373630303038
0x65c	0x64356235303631
0x667	0x3630
0x685	0x3939353635
0x68b	0x363131
0x695	0x303035
0x699	0x363030
0x6a6	0x303630343035
0x6be	0x303831
0x6ce	0x343630
0x6d2	0x303931
0x6fd	0x363032
0x70e	0x3335
0x743	0x353635623630
0x75b	0x3033
0x7f4	0x3030
0x7fe	0x30303135
0x805	0x3630
0x808	0x303031353138
0x80f	0x363130
0x81b	0x36313031
0x837	0x39623961
0x859	0x363034
0x897	0x31393031303030
0x93d	0x363030
0x948	0x3936
0x94e	0x3935363562
0x958	0x323834
0x960	0x353536
0x965	0x383039
0x982	0x66666666666666
0x98a	0x66666666666666
0x992	0x66666666666666
0x99a	0x66666666666666
0x9a2	0x66666666666666
0x9b0	0x66666666666666
0x9b8	0x66666666666666
0x9c0	0x66666666666666
0x9c8	0x66666666666666
0x9d0	0x66666666666666
0x9e5	0x353736303430
