0xd5
0x144
0x213
0x257
0x2ab
0x2c7
0x484
0x57e
0x65c
0x69e
0x6c8
0x710
0x73a
0x764
0x78e
0xb02
0xb58
0xb81
0xb94
0xbcf
0xbe9
0xc43
0xcef
0xd09
0xf35
0xf79
0xfe4
0x108c
0x10b6
0x10ed
0x1225
0x12be
0x1452
0x1655
0x16e2
0x170c
0x1980
0x1990
0x1a28
0x1af4
0x1c84
0x1e4e
0x1e6e
0x1f94
0x2164
0x2229
0x2268
0x22a0
0x22ec
0x246c
0x249a
0x24d4
0x267a
0x26ec
0x2943
0x2965
