0xac
0x2a6
0x2af
0x2bc
0x2d2
0x3f6
0x66b
0x9ad
0xa1f
0xa9a
0x11c9
0x11e8
0x135a
0x13dc
0x1400
0x145c
0x14ce
0x1508
0x157a
0x15bc
0x178e
0x1830
0x1a0c
0x1b6c
0x1ec0
0x1ec5
0x1eec
0x1f80
0x20a6
0x22d8
0x2331
0x248c
0x2668
0x2697
0x2942
0x29f2
0x2caf
0x2e4e
0x2eb8
0x2ebd
0x300a
0x3070
0x3196
0x341a
0x3450
0x3494
0x34ea
0x35c4
0x35e2
0x399c
0x39b8
0x39ee
0x3d21
0x3d5a
0x3e1c
0x3f6f
0x3fa8
0x402e
0x407e
0x4083
0x41f9
0x4232
0x4399
0x43d2
0x4454
0x44ab
0x4548
0x47be
0x47dc
0x47e1
0x4a00
0x4a5e
0x4c3d
0x4e37
0x4e70
0x4f53
0x4f8c
0x503c
0x52d7
0x53bd
0x5667
0x57cb
0x5ac3
0x5c25
0x6337
0x64b3
0x692f
0x69dc
0x69e9
0x6a33
0x6a69
