0x15a
0x218
0x568
0x626
0x696
0x846
0x857
0x88a
0xa11
0xa9a
0xb64
0xd84
0xdc8
0xe0e
0xe98
0xed2
0xf76
0x107e
0x1172
0x1288
0x1467
0x14e6
0x1504
0x151e
0x153a
0x15c8
0x15e6
0x1600
0x175a
0x180a
0x189e
0x19e6
0x1ab4
0x1b72
0x1bba
0x1c7c
0x1d48
0x1dae
0x1dc2
0x1dde
0x1fbc
0x1fec
0x2078
0x20d6
