0x6f
0x962
0x9d2
0xa38
0xabe
0xce0
0xcf7
0xd24
0xda4
0xe24
0xefc
0xf62
0x1070
0x10b2
0x10dc
0x1102
0x116c
0x1421
0x1498
0x14b8
0x14f4
0x1518
0x1540
0x15da
0x1612
0x1675
0x1748
0x1784
0x1894
0x198f
0x1b45
0x1bc0
0x1bf7
0x1c34
0x1c59
0x1d09
0x1da3
0x1e13
0x1e1f
