0x323	0x333438	320
0x11f3	0x363030	320
0x1290	0x3761	320
0x544	0x3033	320
0x544	0x3137	60
0x7de	0x6135373832	320
0x7de	0x383165643934	320
0x7de	0x63333738646161	320
0x7de	0x39303833363130	320
0x7de	0x38333136363130	320
0x7de	0x6338383830	320
0x7de	0x323135303032	320
0x86c	0x3137	320
0x94a	0x393235	946026339
0x94a	0x33633030	87636328
0xa44	0x6135373832	320
0xa44	0x383165643934	320
0xa44	0x63333738646161	320
0xa44	0x39303833363130	320
0xa44	0x38333136363130	320
0xa44	0x6338383830	320
0xa44	0x323135303032	320
0xcda	0x6135373832	320
0xcda	0x383165643934	320
0xcda	0x63333738646161	320
0xcda	0x39303833363130	320
0xcda	0x38333136363130	320
0xcda	0x6338383830	320
0xcda	0x323135303032	320
0xcfa	0x336566	320
0xf39	0x6135373832	320
0xf39	0x383165643934	320
0xf39	0x63333738646161	320
0xf39	0x39303833363130	320
0xf39	0x38333136363130	320
0xf39	0x6338383830	320
0xf39	0x323135303032	320
0xfb8	0x6135373832	320
0xfb8	0x383165643934	320
0xfb8	0x63333738646161	320
0xfb8	0x39303833363130	320
0xfb8	0x38333136363130	320
0xfb8	0x6338383830	320
0xfb8	0x323135303032	320
0xfd8	0x336566	320
0x1101	0x6135373832	2147483647
0x1101	0x383165643934	2147483647
0x1101	0x63333738646161	2147483647
0x1101	0x39303833363130	2147483647
0x1101	0x38333136363130	2147483647
0x1101	0x6338383830	2147483647
0x1101	0x323135303032	2147483647
0x1173	0x6135373832	2147483647
0x1173	0x383165643934	2147483647
0x1173	0x63333738646161	2147483647
0x1173	0x39303833363130	2147483647
0x1173	0x38333136363130	2147483647
0x1173	0x6338383830	2147483647
0x1173	0x323135303032	2147483647
0x120c	0x3033	320
0x120c	0x3137	60
0x12bb	0x33633030	320
0x12c7	0x6135373832	320
0x12c7	0x383165643934	320
0x12c7	0x63333738646161	320
0x12c7	0x39303833363130	320
0x12c7	0x38333136363130	320
0x12c7	0x6338383830	320
0x12c7	0x323135303032	320
0x12cd	0x66633665	320
0x12db	0x6135373832	942813744
0x12db	0x383165643934	942813744
0x12db	0x63333738646161	942813744
0x12db	0x39303833363130	942813744
0x12db	0x38333136363130	942813744
0x12db	0x6338383830	942813744
0x12db	0x323135303032	942813744
