0x0	30
0x40	22
0xd	42
0x137	111
0x199	15620
0x23f	6
0x266	6
0x2c3	6
0x2f4	6
0x309	6
0x31e	6
0x336	6
0x34b	6
0x360	6
0x375	6
0x38a	6
0x39f	6
0x3b4	6
0x3d8	6
0x3ed	6
0x402	6
0x451	6
0x472	6
0x487	6
0x4ad	6
0x59a	111
0x5f2	126
0x838	111
0x89e	111
0x96b	111
0x9f3	126
0xb22	5253
0xc3b	316
0xca5	239
0xcd6	8
0xd13	126
0xdb9	8
0xe37	16
0xe92	20
0xed5	16
0xf7c	231
0xfe7	231
0x103f	111
0x1099	111
0x111b	16
0x144c	1095
0x14c9	430
0x14d6	814
0x1502	16
0x15d4	5240
0x530	0
0x92c	0
0x9c7	0
0xb5e	0
0xc5e	0
0xcb4	0
0xce7	0
0xdab	0
0xdd6	0
0xdfa	0
0xe51	0
0xf16	0
0xf32	0
0xf53	0
0xf88	0
0xfa0	0
0xfbc	0
0xfd4	0
0xff3	0
0x100b	0
0x1620	0
0x186	247
0xe5	22
0x243	17
0x510	215
0x26a	54
0x282	146
0x516	286
0x2c7	17
0x572	240
0x2f8	17
0x581	215
0x30d	17
0x587	247
0x322	23
0x33a	17
0x7da	240
0x34f	17
0x364	17
0x379	17
0x38e	17
0x819	215
0x3a3	17
0x81f	215
0x3b8	54
0x825	247
0x3dc	17
0x913	215
0x3f1	17
0x919	215
0x406	23
0x412	92
0x91f	232
0x955	276
0x455	48
0xc1a	308
0x476	17
0xc81	261
0x48b	35
0xf02	247
0x102c	247
0x4b1	60
0x4cc	28
0x4f1	75
0x4d9	26
0x531	986
0x5e9	220
0x667	15
0x66f	5231
0x1420	246
0x887	260
0x8ed	10298
0x92d	531
0x9ba	34
0x9c8	42
0x9ec	20
0xa68	26328
0xb38	516
0xb95	22171
0xb5f	5365
0xc78	6
0xc5f	282
0xc7c	17
0xd0b	23
0xcb5	313
0xcda	232
0xce8	307
0xc9a	226
0xd88	15
0xd90	31
0xe9d	1039
0xdac	36
0xe82	26
0xdd7	510
0xdfb	1080
0xe40	242
0xe52	313
0xe77	27
0xdbd	226
0xede	252
0xef7	28
0xf17	486
0xf33	507
0xf54	297
0x1022	27
0xf89	280
