0x17b
0x1a9
0x310
0x478
0x578
0x65a
0x8d7
0xff4
0x1046
0x1062
0x110a
0x112f
0x115c
0x1276
0x1394
0x14ff
0x157d
0x15ae
0x1ccf
0x1ed6
0x1f00
0x206c
0x21a3
0x21c5
0x21da
0x24b6
0x2602
0x2766
0x27e7
0x296a
0x2ddb
0x2e60
0x2fd4
0x3296
0x334a
0x3360
0x34d2
0x3791
0x3810
0x3848
0x3866
0x386b
0x387c
0x38ea
0x38fd
