0x19b
0x1ea
0x1f7
0x7f8
0x964
0x9c4
0xbd2
0xbe8
0xc9e
0xd9b
0x1030
0x1041
0x10f2
0x11b8
0x121a
0x12a4
0x149c
0x1530
0x1550
0x157a
0x15c6
0x16fa
0x184d
0x1a1e
0x1a36
0x1aba
0x1b50
0x1b79
0x1b9b
0x1bbd
