0x9c
0x213
0x2a1
0x304
0x329
0x47a
0x47f
0x496
0x517
0x587
0x59e
0x5d2
0x5d7
0x5f6
0x67a
0x6d3
0x6ea
0x6f3
0x78c
0x79d
0x7d6
0x7db
0x7f2
0x81f
0x899
0x8b8
0x8bf
0x8d6
0x8e5
0x906
0x90b
0x922
0x975
0x9b2
0x9f6
0x9ff
0xa2e
0xa35
0xa85
0xa8f
0xacd
0xb3a
0xb90
0xd6f
0xe4c
0xeea
0xf08
0xf86
0x1253
0x126a
0x12a0
0x12e5
0x1318
0x131d
0x1323
0x13f8
0x140e
0x1418
0x1430
0x1444
0x1474
0x14a9
0x14b0
0x14c8
0x151f
0x1526
0x1595
0x1651
0x168a
0x168f
0x16a6
0x16fb
0x17a8
0x17e0
0x1828
0x18d4
0x18f2
0x1950
0x1983
0x1a3b
0x1acb
0x1bcc
0x1be8
0x1cda
0x1dd6
0x1df8
0x1e01
0x1e6d
0x205b
0x216b
0x21b6
0x21fb
0x2208
0x2234
0x2239
0x2306
0x2397
0x2531
0x25dc
0x2621
0x265a
0x265f
0x2833
0x29e2
0x2a4e
0x2b52
0x2bb8
0x2c3b
0x2c96
0x2cc3
0x2cda
0x2d6c
0x2e6c
0x2f94
0x2fb0
0x2fb9
0x3025
0x31d9
0x32af
0x335c
0x33dc
0x3414
0x3428
0x3458
0x348d
0x3494
0x3577
0x3640
0x372a
0x37e6
0x381d
0x382a
0x3856
0x385b
0x3872
0x389c
0x38c7
0x396a
0x3af6
0x3d10
0x3d97
0x3dd0
0x3e56
0x3ed1
0x3ef3
0x3f16
0x3f3e
