0x178	0x18d	0x9a5	0x9e6	0x18d_0x0	0x9db
0x501	0x508	0x9a5	0x9e6	0x508_0x0	0x9db
0x6a3	0x6aa	0x9a5	0x9e6	0x6aa_0x0	0x9db
0xb9e	0xba8	0x9a5	0x9e6	0xba8_0x0	0x9db
0x16d7	0x16e1	0x9a5	0x9e6	0x16e1_0x0	0x9db
0x16e8	0x16f5	0x1980	0x1991	0x16f5_0x0	0x1988
0x16fd	0x170f	0x1980	0x1991	0x170f_0x0	0x1988
