0x1a5
0x1ff
0x27c
0x59a
0x5f8
0x650
0x71e
0xe48
0xff4
0x1479
0x1852
0x189a
0x1b99
0x1d23
0x1e7d
0x1f40
0x1fa0
0x21c1
0x2267
0x2288
0x22a0
0x25a5
0x272e
0x28a0
0x28b5
0x2918
0x2d3f
0x2dc6
0x2fff
0x3315
0x35c8
0x366b
0x37d2
0x3830
0x3919
0x39e2
0x39e7
0x3a90
0x3b42
0x3b47
0x3bee
0x3c19
0x3c2c
0x3c33
