0x749	0x3935	320
0x8e6	0x38623335	2128019194
0x8e6	0x39303962	2114517197
0x8e6	0x32303734363836	926495280
0x8e6	0x37393230	2147483647
0x8e6	0x366436353665	926495280
0x8e6	0x64366534613465	926495280
0x8e6	0x6334303439	926495280
0x8e6	0x34393338636437	926495280
0x90e	0x32303734363836	320
0x90e	0x366436353665	320
0x90e	0x64366534613465	320
0x90e	0x6334303439	320
0x90e	0x34393338636437	320
0x92e	0x36633666	320
0x952	0x36633230	320
0xe11	0x3435	320
0xe8e	0x38623335	2128019194
0xe8e	0x39303962	2114517197
0xe8e	0x32303734363836	926495280
0xe8e	0x37393230	2147483647
0xe8e	0x366436353665	926495280
0xe8e	0x64366534613465	926495280
0xe8e	0x6334303439	926495280
0xe8e	0x34393338636437	926495280
0xeb6	0x32303734363836	320
0xeb6	0x366436353665	320
0xeb6	0x64366534613465	320
0xeb6	0x6334303439	320
0xeb6	0x34393338636437	320
0xed6	0x36633666	320
0xefa	0x36633230	320
0x1260	0x36633666	320
0x1284	0x36633230	320
0x1652	0x32303734363836	2147483647
0x1652	0x366436353665	2147483647
0x1652	0x64366534613465	2147483647
0x1652	0x6334303439	2147483647
0x1652	0x34393338636437	2147483647
0x16a1	0x363035	320
0x16e7	0x386435	320
0x17f8	0x3761	320
0x2ae	0x38623335	320
0x2b4	0x39303962	320
0x350	0x3033	320
0x4df	0x32303734363836	320
0x4df	0x366436353665	320
0x4df	0x64366534613465	320
0x4df	0x6334303439	320
0x4df	0x34393338636437	320
0x68e	0x3033	320
0xa7d	0x32303734363836	320
0xa7d	0x366436353665	320
0xa7d	0x64366534613465	320
0xa7d	0x6334303439	320
0xa7d	0x34393338636437	320
0xc2c	0x3033	320
0x10b0	0x3033	320
0x180e	0x32303734363836	320
0x180e	0x366436353665	320
0x180e	0x64366534613465	320
0x180e	0x6334303439	320
0x180e	0x34393338636437	320
0x1836	0x32303734363836	320
0x1836	0x366436353665	320
0x1836	0x64366534613465	320
0x1836	0x6334303439	320
0x1836	0x34393338636437	320
