0x614	0x62c	20	20
0x7ba	0x7d1	0	19
0x869	0x880	0	19
0x93c	0x954	20	20
0xfa0	0xfac	0	19
0x1035	0x104c	0	19
0xb97V0x364	0xba3V0x364	0	19
0xdb6V0x3d6	0xdc2V0x3d6	0	19
