0x1396	0x1395	0x804	0x7f9	0x13960x804
0x1398	0x1395	0x804	0x7f9	0x13980x804
0x1399	0x1395	0x804	0x7f9	0x13990x804
0x139a	0x1395	0x804	0x7f9	0x139a0x804
0x139c	0x1395	0x804	0x7f9	0x139c0x804
0x139e	0x1395	0x804	0x7f9	0x139e0x804
0x13a0	0x1395	0x804	0x7f9	0x13a00x804
0x13a1	0x1395	0x804	0x7f9	0x13a10x804
0x13a4	0x1395	0x804	0x7f9	0x13a40x804
0x13a6	0x1395	0x804	0x7f9	0x13a60x804
0x13a7	0x1395	0x804	0x7f9	0x13a70x804
0x13a8	0x1395	0x804	0x7f9	0x13a80x804
0x13ac	0x1395	0x804	0x7f9	0x13ac0x804
0x13b1	0x1395	0x804	0x7f9	0x13b10x804
0x13b4	0x1395	0x804	0x7f9	0x13b40x804
0x13b5	0x1395	0x804	0x7f9	0x13b50x804
0x13b8	0x1395	0x804	0x7f9	0x13b80x804
0x13b9	0x1395	0x804	0x7f9	0x13b90x804
0x13be	0x1395	0x804	0x7f9	0x13be0x804
0x13c4	0x1395	0x804	0x7f9	0x13c40x804
0x13c7	0x1395	0x804	0x7f9	0x13c70x804
0x13c9	0x1395	0x804	0x7f9	0x13c90x804
0x13cb	0x1395	0x804	0x7f9	0x13cb0x804
0x13cd	0x1395	0x804	0x7f9	0x13cd0x804
0x13cf	0x1395	0x804	0x7f9	0x13cf0x804
0x13d0	0x1395	0x804	0x7f9	0x13d00x804
0x13d1	0x1395	0x804	0x7f9	0x13d10x804
0x13d4	0x1395	0x804	0x7f9	0x13d40x804
0x13d6	0x1395	0x804	0x7f9	0x13d60x804
0x13d8	0x1395	0x804	0x7f9	0x13d80x804
0x13db	0x1395	0x804	0x7f9	0x13db0x804
0x13dc	0x1395	0x804	0x7f9	0x13dc0x804
0x13e4	0x1395	0x804	0x7f9	0x13e40x804
0x13e7	0x1395	0x804	0x7f9	0x13e70x804
0x13ec	0x1395	0x804	0x7f9	0x13ec0x804
0x13f0	0x1395	0x804	0x7f9	0x13f00x804
0x13f2	0x1395	0x804	0x7f9	0x13f20x804
0x13f5	0x1395	0x804	0x7f9	0x13f50x804
0x13fb	0x1395	0x804	0x7f9	0x13fb0x804
0x13fe	0x1395	0x804	0x7f9	0x13fe0x804
0x1401	0x1395	0x804	0x7f9	0x14010x804
0x1402	0x1395	0x804	0x7f9	0x14020x804
0x1404	0x1395	0x804	0x7f9	0x14040x804
0x1406	0x1395	0x804	0x7f9	0x14060x804
0x1408	0x1395	0x804	0x7f9	0x14080x804
0x140b	0x1395	0x804	0x7f9	0x140b0x804
0x140c	0x1395	0x804	0x7f9	0x140c0x804
0x140e	0x1395	0x804	0x7f9	0x140e0x804
