0x2f1
0x345
0x378
0x3a9
0x3e7
0x418
0x44e
0x473
0x498
0x4bc
0x4c5
0x4cd
0x4d5
0x4e9
0x502
0x535
0x566
0x587
0x5ac
0x5fd
0x641
0x665
0x66e
0x676
0x67e
0x692
0x6ab
0x6d8
0x6fc
0x726
0x73b
0x76e
0x7e5
0x815
0x87c
0x8e5
0x90a
0x931
0x960
0x997
0x9c8
0x9f2
0xa13
0xa28
0xa59
0xb14
0xb3b
0xb76
0xe48
0xe56
0xe6a
0xe73
0x110b
0x1119
0x112d
0x1136
0x1562
0x1563
0x1d08
0x1d0c
0x1e8f
0x2228
0x2229
0x2258
0x2259
0x22a7
