0x0	30
0xd	45
0x85	6
0x138	6
0x26e	6
0x29b	6
0x2f2	6
0x413	6
0x49c	248
0x5db	8
0x6ba	6
0x6c9	16
0x7fe	248
0x916	6
0x99f	248
0xb33	16
0xbc7	6
0xc50	248
0xe2d	6
0xe3c	16
0xe65	6
0xf04	6
0xf13	16
0xf2e	6
0xf4b	241
0x11ca	99
0x127d	35
0x425	0
0x616	0
0x62e	0
0x78f	0
0x928	0
0xbd9	0
0xf6e	0
0x89	423
0x12e	1
0x3b1	15
0x13c	73
0x15b	237
0x781	235
0x223	51
0x208	26
0x250	46
0x272	73
0x291	1
0x8b6	15
0x29f	17
0x2a8	62
0xb41	251
0x2f6	73
0x315	1
0xb67	15
0x3af	1
0xe4d	40
0x3b9	279
0x417	235
0x426	689
0x4da	1926
0x4af	58
0x4bd	250
0x6e6	124
0x6e1	12
0x617	64
0x62f	868
0x6be	727
0x6d2	34
0x5df	29
0x77a	19
0x790	672
0x83c	1795
0x811	58
0x81f	250
0x8be	276
0x91a	235
0x929	689
0x9dd	2936
0x9b2	58
0x9c0	250
0xb3c	15
0xb6f	276
0xbcb	235
0xbda	689
0xc8e	2776
0xc63	58
0xc71	250
0xe31	727
0xe45	21
0xe69	850
0xf08	727
0xf1c	42
0xf32	68
0x1059	154
0xf5e	240
0x11bc	5235
0xf6f	121
0xf97	40677
0x11ee	343
0x1139	25
0x11e9	15
0x11e8	1
0x126e	10
0x122f	5038
0x125d	28
0x125c	1
0x1241	26
0x126a	14
0x1318	12
0x1314	14
0x128d	40606
0x1340	5274
0x1274	26
0x1366	95
0x1385	11
0x1384	1
0x13be	12
0x13c1	12
0x13c4	12
0x13c7	12
0x13ca	12
0x13cd	12
0x13d0	12
0x78	7
0x7d	22
0x130	22
0x266	22
0x293	22
0x2ea	22
0x317	342
0x41	22
0x4c	22
0x57	22
0x62	22
0x6d	22
0x211	49
0x237	66
0x494	22
0x4d1	24
0x5e9	58
0x7f6	22
0x833	24
0x997	22
0x9d4	24
0xc48	22
0xc85	24
0x121f	5041
0x123e	9
0x124a	5044
0x1361	13
0x1143B0x3b1	182
0x1143B0x8b6	182
0x1143B0xb67	182
0x132aB0x125d	5031
0x131bB0x125d	10
0x133dB0x125d	12
0x1339B0x125d	14
0x1321B0x125d	26
0x132aB0x1366	5031
0x131bB0x1366	10
0x133dB0x1366	12
0x1339B0x1366	14
0x1321B0x1366	26
