0x0	__function_selector__
0x78	fallback()
0x78	batchLock_63efZf()
0x7d	distributeAirdrop(uint256,address[],uint256[])
0x130	airdrops(uint256)
0x266	transferGasFee(uint256)
0x293	owner()
0x2ea	refoundTokens(uint256)
0x317	addNewAirdrop(string,uint256,uint256,address,uint256)
0x1143	0x1143
0x131b	0x131b
