0xef	0x3035	320
0xf8	0x3362	320
0x54f	0x6335	320
0xd79	0x3935	320
0x16b1	0x63333738646161	6435896
0x16b1	0x623438	2147483647
0x16b1	0x31656530	1325190919
0x16b1	0x6237356433	6435896
0x16b1	0x346335373832	6435896
0x1b33	0x63333738646161	6435896
0x1b33	0x623438	2147483647
0x1b33	0x31656530	1325190919
0x1b33	0x6237356433	6435896
0x1b33	0x346335373832	6435896
0x231d	0x3935	64
0x231d	0x3835	320
0x243e	0x3835	108
0x243e	0x3761	320
0x1498	0x63333738646161	320
0x1498	0x6237356433	320
0x1498	0x346335373832	320
0x16be	0x31656530	320
0x16e1	0x63333738646161	320
0x16e1	0x6237356433	320
0x16e1	0x346335373832	320
0x1b40	0x31656530	320
0x1b63	0x63333738646161	320
0x1b63	0x6237356433	320
0x1b63	0x346335373832	320
0x1cc2	0x63333738646161	320
0x1cc2	0x6237356433	320
0x1cc2	0x346335373832	320
0x2090	0x63333738646161	320
0x2090	0x6237356433	320
0x2090	0x346335373832	320
