0x1fd
0x220
0x229
0x2ba
0x2eb
0x30c
0x52b
0x54c
0x551
0x578
0x57d
0x5a3
0x5c9
0x5f5
0x61b
0x641
0x67f
0x6bd
0x7ac
0x7b3
0x7f0
0x7f7
0x81d
0x861
0x8ab
0x8d1
0x8f7
0x91d
0x93e
0x962
0x975
0x986
0x9a6
0x9ab
0x9b6
0xa36
0xa57
0xa6a
0xa8a
0xaa4
0xaa9
0xcd6
0xd2b
0xda1
0xe15
0xe5e
0xec6
0xed2
0xf18
0x1059
0x11a8
0x11bc
0x1250
0x126e
0x128e
0x12d8
0x130a
0x1330
0x1335
0x134c
0x135e
0x14e4
0x152a
0x1578
0x159b
0x15a2
0x16e8
0x1840
0x188e
0x18a2
0x192c
0x193b
0x194c
0x1b1e
0x1b62
0x1b84
0x1c07
0x1c29
0x1c52
