0xc7
0x1cd
0x259
0x2cf
0x2f6
0x2fb
0x35f
0x447
0x531
0x55d
0x57e
0x7b5
0x7d4
0x7db
0x8f9
0x91a
0x91f
0x969
0x9a2
0x9a7
0x9cd
0x9f3
0xa31
0xb2c
0xb37
0xc08
0xc18
0xc60
0xc99
0xcb4
0xd2d
0xd46
0xd9e
0xee0
0xefe
0xff3
0x1044
0x1082
0x10e8
0x10f8
0x116a
0x11cc
0x1200
0x1269
0x1381
0x140a
0x141a
0x142a
0x14e0
0x1524
0x159a
0x15e8
0x15f8
0x174e
0x178e
0x1831
0x186a
0x1974
0x1a60
0x1afd
0x1b36
0x1b6f
0x1bff
0x1c38
0x1d4c
0x1d8a
0x1df8
0x1e48
0x1ea0
0x1ece
0x1f26
0x1f91
0x1fa8
0x1fc0
0x208b
0x213c
0x22e0
0x22f2
0x22fc
0x23d7
0x23f8
