0x2bd
0x2c1
0x2d3
0x3a8
0x3ad
0x3e6
0x681
0x6de
0x6e5
0x742
0x749
0x792
0x799
0x7d0
0x7d7
0x7f6
0x84f
0x893
0x8ba
0x8bf
0x8e5
0x9af
0x9d5
0xa19
0xb10
0xb21
0xc6b
0xcc1
0xced
0xe09
0xe28
0xe2f
0xe4e
0xe55
0xf10
0xf1f
0xfa4
0xfa9
0xfed
0x1075
0x108e
0x1096
0x126a
0x1341
0x1372
0x13c4
0x14ce
0x1500
0x152d
0x1534
0x1586
0x162d
0x165e
0x16ac
0x174d
0x17b0
0x17d0
0x1891
0x1b54
0x1bbe
0x1d5c
0x1dd8
0x1e30
0x2238
0x228c
0x2360
0x2379
0x243b
0x248c
0x24e9
0x25c5
0x25ec
0x2672
0x2699
0x26f8
0x2705
0x2713
0x278e
0x288c
0x28b6
0x29c7
0x2bc3
0x2c3f
0x2c70
0x2c94
0x2d06
0x2f1d
0x2fe7
0x302b
0x312e
0x31c6
0x32a3
0x38b2
0x39ba
0x39df
0x3a01
0x3a15
0x3a21
