0x19	0x6635	320
0x345	0x3735	320
0x345	0x3761	276
0x6ee	0x64356236313033	320
0x6ee	0x63333738646161	320
0x6ee	0x64356236303030	320
0x6ee	0x35353766653562	320
0x17db	0x663335	320
0x1c46	0x3761	320
0x117c	0x64356236313033	320
0x117c	0x63333738646161	320
0x117c	0x64356236303030	320
0x117c	0x35353766653562	320
0x12bc	0x64356236313033	320
0x12bc	0x63333738646161	320
0x12bc	0x64356236303030	320
0x12bc	0x35353766653562	320
0x13ec	0x64356236313033	320
0x13ec	0x63333738646161	320
0x13ec	0x64356236303030	320
0x13ec	0x35353766653562	320
0x157e	0x64356236313033	320
0x157e	0x63333738646161	320
0x157e	0x64356236303030	320
0x157e	0x35353766653562	320
0x1aba	0x64356236313033	320
0x1aba	0x63333738646161	320
0x1aba	0x64356236303030	320
0x1aba	0x35353766653562	320
0x1c5b	0x39336231	320
