0x5e
0xfe
0x141
0x16f
0x1aa
0x5d3
0xaa6
0xbc1
0xcc7
0xf45
0x12a9
0x13ca
0x13e8
0x1400
0x142a
0x1448
0x145e
0x14ab
0x1504
0x1520
0x1544
0x156a
0x1621
0x1663
