0xef	0x6435	320
0x3872	0x3431323133	320
0x3872	0x623133336631	320
0x3872	0x6465306635	320
0x3872	0x64356238313031	320
0x3872	0x64646335373930	320
0x3a46	0x6261	2147483647
0x3a46	0x66666666666666	25185
0x3a46	0x6435	2147483179
0x3a46	0x31306631	1322253359
0x3a46	0x31313436313061	25185
0x3a46	0x62646436	496762410
0x3a46	0x323735	2144217899
0x3a46	0x353235	2144022571
0x3a46	0x376435	2143878699
0x3a46	0x653035	2140877355
0x3a46	0x3336313237	25185
0x3a46	0x303435	2144349739
0x3a46	0x333335	2144153387
0x3a46	0x356535	2144009515
0x3a46	0x383935	2143824171
0x3a46	0x656335	2140864299
0x3a46	0x64356236303030	25185
0x3a46	0x306236623361	25185
0x3a46	0x363030	2143957552
0x3a46	0x66303231393136	25185
0x3a46	0x31353736303030	25185
0x3a46	0x65356236303030	25185
0x3a46	0x63333738646161	25185
0x3a46	0x623438	2141072936
0x3a46	0x31656530	1318780208
0x3a46	0x6237356433	25185
0x3a46	0x66313639303530	25185
0x3a46	0x64356236313161	25185
0x3a46	0x3431323133	25185
0x3a46	0x623133336631	25185
0x3a46	0x6465306635	25185
0x3a46	0x64356238313031	25185
0x3a46	0x393930	2143758640
0x3a46	0x336235	2144141355
0x3a46	0x64646335373930	25185
0x3cb6	0x66666666666666	320
0x3cb6	0x31313436313061	320
0x3cb6	0x3336313237	320
0x3cb6	0x64356236303030	320
0x3cb6	0x306236623361	320
0x3cb6	0x66303231393136	320
0x3cb6	0x31353736303030	320
0x3cb6	0x65356236303030	320
0x3cb6	0x63333738646161	320
0x3cb6	0x6237356433	320
0x3cb6	0x66313639303530	320
0x3cb6	0x64356236313161	320
0x3cb6	0x3431323133	320
0x3cb6	0x623133336631	320
0x3cb6	0x6465306635	320
0x3cb6	0x64356238313031	320
0x3cb6	0x64646335373930	320
0x3cfc	0x66666666666666	320
0x3cfc	0x31313436313061	320
0x3cfc	0x3336313237	320
0x3cfc	0x64356236303030	320
0x3cfc	0x306236623361	320
0x3cfc	0x66303231393136	320
0x3cfc	0x31353736303030	320
0x3cfc	0x65356236303030	320
0x3cfc	0x63333738646161	320
0x3cfc	0x6237356433	320
0x3cfc	0x66313639303530	320
0x3cfc	0x64356236313161	320
0x3cfc	0x3431323133	320
0x3cfc	0x623133336631	320
0x3cfc	0x6465306635	320
0x3cfc	0x64356238313031	320
0x3cfc	0x64646335373930	320
0x3d03	0x66666666666666	320
0x3d03	0x31313436313061	320
0x3d03	0x3336313237	320
0x3d03	0x64356236303030	320
0x3d03	0x306236623361	320
0x3d03	0x66303231393136	320
0x3d03	0x31353736303030	320
0x3d03	0x65356236303030	320
0x3d03	0x63333738646161	320
0x3d03	0x6237356433	320
0x3d03	0x66313639303530	320
0x3d03	0x64356236313161	320
0x3d03	0x3431323133	320
0x3d03	0x623133336631	320
0x3d03	0x6465306635	320
0x3d03	0x64356238313031	320
0x3d03	0x64646335373930	320
0x3e0c	0x66666666666666	320
0x3e0c	0x31313436313061	320
0x3e0c	0x3336313237	320
0x3e0c	0x64356236303030	320
0x3e0c	0x306236623361	320
0x3e0c	0x66303231393136	320
0x3e0c	0x31353736303030	320
0x3e0c	0x65356236303030	320
0x3e0c	0x63333738646161	320
0x3e0c	0x6237356433	320
0x3e0c	0x66313639303530	320
0x3e0c	0x64356236313161	320
0x3e0c	0x3431323133	320
0x3e0c	0x623133336631	320
0x3e0c	0x6465306635	320
0x3e0c	0x64356238313031	320
0x3e0c	0x64646335373930	320
0x4074	0x66666666666666	320
0x4074	0x31313436313061	320
0x4074	0x3336313237	320
0x4074	0x64356236303030	320
0x4074	0x306236623361	320
0x4074	0x66303231393136	320
0x4074	0x31353736303030	320
0x4074	0x65356236303030	320
0x4074	0x63333738646161	320
0x4074	0x6237356433	320
0x4074	0x66313639303530	320
0x4074	0x64356236313161	320
0x4074	0x3431323133	320
0x4074	0x623133336631	320
0x4074	0x6465306635	320
0x4074	0x64356238313031	320
0x4074	0x64646335373930	320
0x42e8	0x66666666666666	320
0x42e8	0x31313436313061	320
0x42e8	0x3336313237	320
0x42e8	0x64356236303030	320
0x42e8	0x306236623361	320
0x42e8	0x66303231393136	320
0x42e8	0x31353736303030	320
0x42e8	0x65356236303030	320
0x42e8	0x63333738646161	320
0x42e8	0x6237356433	320
0x42e8	0x66313639303530	320
0x42e8	0x64356236313161	320
0x42e8	0x3431323133	320
0x42e8	0x623133336631	320
0x42e8	0x6465306635	320
0x42e8	0x64356238313031	320
0x42e8	0x64646335373930	320
0x44ea	0x66666666666666	320
0x44ea	0x31313436313061	320
0x44ea	0x3336313237	320
0x44ea	0x64356236303030	320
0x44ea	0x306236623361	320
0x44ea	0x66303231393136	320
0x44ea	0x31353736303030	320
0x44ea	0x65356236303030	320
0x44ea	0x63333738646161	320
0x44ea	0x6237356433	320
0x44ea	0x66313639303530	320
0x44ea	0x64356236313161	320
0x44ea	0x3431323133	320
0x44ea	0x623133336631	320
0x44ea	0x6465306635	320
0x44ea	0x64356238313031	320
0x44ea	0x64646335373930	320
0x47fc	0x66666666666666	320
0x47fc	0x31313436313061	320
0x47fc	0x3336313237	320
0x47fc	0x64356236303030	320
0x47fc	0x306236623361	320
0x47fc	0x66303231393136	320
0x47fc	0x31353736303030	320
0x47fc	0x65356236303030	320
0x47fc	0x63333738646161	320
0x47fc	0x6237356433	320
0x47fc	0x66313639303530	320
0x47fc	0x64356236313161	320
0x47fc	0x3431323133	320
0x47fc	0x623133336631	320
0x47fc	0x6465306635	320
0x47fc	0x64356238313031	320
0x47fc	0x64646335373930	320
0x4a92	0x66666666666666	320
0x4a92	0x31313436313061	320
0x4a92	0x3336313237	320
0x4a92	0x64356236303030	320
0x4a92	0x306236623361	320
0x4a92	0x66303231393136	320
0x4a92	0x31353736303030	320
0x4a92	0x65356236303030	320
0x4a92	0x63333738646161	320
0x4a92	0x6237356433	320
0x4a92	0x66313639303530	320
0x4a92	0x64356236313161	320
0x4a92	0x3431323133	320
0x4a92	0x623133336631	320
0x4a92	0x6465306635	320
0x4a92	0x64356238313031	320
0x4a92	0x64646335373930	320
0x4b4a	0x393930	320
0x4e36	0x66666666666666	320
0x4e36	0x31313436313061	320
0x4e36	0x3336313237	320
0x4e36	0x64356236303030	320
0x4e36	0x306236623361	320
0x4e36	0x66303231393136	320
0x4e36	0x31353736303030	320
0x4e36	0x65356236303030	320
0x4e36	0x63333738646161	320
0x4e36	0x6237356433	320
0x4e36	0x66313639303530	320
0x4e36	0x64356236313161	320
0x4e36	0x3431323133	320
0x4e36	0x623133336631	320
0x4e36	0x6465306635	320
0x4e36	0x64356238313031	320
0x4e36	0x64646335373930	320
0x504e	0x66666666666666	320
0x504e	0x31313436313061	320
0x504e	0x3336313237	320
0x504e	0x64356236303030	320
0x504e	0x306236623361	320
0x504e	0x66303231393136	320
0x504e	0x31353736303030	320
0x504e	0x65356236303030	320
0x504e	0x63333738646161	320
0x504e	0x6237356433	320
0x504e	0x66313639303530	320
0x504e	0x64356236313161	320
0x504e	0x3431323133	320
0x504e	0x623133336631	320
0x504e	0x6465306635	320
0x504e	0x64356238313031	320
0x504e	0x64646335373930	320
0x514c	0x66666666666666	320
0x514c	0x31313436313061	320
0x514c	0x3336313237	320
0x514c	0x64356236303030	320
0x514c	0x306236623361	320
0x514c	0x66303231393136	320
0x514c	0x31353736303030	320
0x514c	0x65356236303030	320
0x514c	0x63333738646161	320
0x514c	0x6237356433	320
0x514c	0x66313639303530	320
0x514c	0x64356236313161	320
0x514c	0x3431323133	320
0x514c	0x623133336631	320
0x514c	0x6465306635	320
0x514c	0x64356238313031	320
0x514c	0x64646335373930	320
0x5270	0x66666666666666	320
0x5270	0x31313436313061	320
0x5270	0x3336313237	320
0x5270	0x64356236303030	320
0x5270	0x306236623361	320
0x5270	0x66303231393136	320
0x5270	0x31353736303030	320
0x5270	0x65356236303030	320
0x5270	0x63333738646161	320
0x5270	0x6237356433	320
0x5270	0x66313639303530	320
0x5270	0x64356236313161	320
0x5270	0x3431323133	320
0x5270	0x623133336631	320
0x5270	0x6465306635	320
0x5270	0x64356238313031	320
0x5270	0x64646335373930	320
0x529f	0x363030	320
0x5490	0x66666666666666	320
0x5490	0x31313436313061	320
0x5490	0x3336313237	320
0x5490	0x64356236303030	320
0x5490	0x306236623361	320
0x5490	0x66303231393136	320
0x5490	0x31353736303030	320
0x5490	0x65356236303030	320
0x5490	0x63333738646161	320
0x5490	0x6237356433	320
0x5490	0x66313639303530	320
0x5490	0x64356236313161	320
0x5490	0x3431323133	320
0x5490	0x623133336631	320
0x5490	0x6465306635	320
0x5490	0x64356238313031	320
0x5490	0x64646335373930	320
0x58aa	0x3935	60
0x58aa	0x3831	320
0x58f8	0x31656530	320
0x591b	0x66666666666666	320
0x591b	0x31313436313061	320
0x591b	0x3336313237	320
0x591b	0x64356236303030	320
0x591b	0x306236623361	320
0x591b	0x66303231393136	320
0x591b	0x31353736303030	320
0x591b	0x65356236303030	320
0x591b	0x63333738646161	320
0x591b	0x6237356433	320
0x591b	0x66313639303530	320
0x591b	0x64356236313161	320
0x591b	0x3431323133	320
0x591b	0x623133336631	320
0x591b	0x6465306635	320
0x591b	0x64356238313031	320
0x591b	0x64646335373930	320
0x5c0c	0x6261	2147483647
0x5c0c	0x66666666666666	25185
0x5c0c	0x6435	2147483179
0x5c0c	0x31306631	1322253359
0x5c0c	0x31313436313061	25185
0x5c0c	0x62646436	496762410
0x5c0c	0x323735	2144217899
0x5c0c	0x353235	2144022571
0x5c0c	0x376435	2143878699
0x5c0c	0x653035	2140877355
0x5c0c	0x3336313237	25185
0x5c0c	0x303435	2144349739
0x5c0c	0x333335	2144153387
0x5c0c	0x356535	2144009515
0x5c0c	0x383935	2143824171
0x5c0c	0x656335	2140864299
0x5c0c	0x64356236303030	25185
0x5c0c	0x306236623361	25185
0x5c0c	0x363030	2143957552
0x5c0c	0x66303231393136	25185
0x5c0c	0x31353736303030	25185
0x5c0c	0x65356236303030	25185
0x5c0c	0x63333738646161	25185
0x5c0c	0x623438	2141072936
0x5c0c	0x31656530	1318780208
0x5c0c	0x6237356433	25185
0x5c0c	0x66313639303530	25185
0x5c0c	0x64356236313161	25185
0x5c0c	0x3431323133	25185
0x5c0c	0x623133336631	25185
0x5c0c	0x6465306635	25185
0x5c0c	0x64356238313031	25185
0x5c0c	0x393930	2143758640
0x5c0c	0x336235	2144141355
0x5c0c	0x64646335373930	25185
0x5f28	0x66666666666666	320
0x5f28	0x31313436313061	320
0x5f28	0x3336313237	320
0x5f28	0x64356236303030	320
0x5f28	0x306236623361	320
0x5f28	0x66303231393136	320
0x5f28	0x31353736303030	320
0x5f28	0x65356236303030	320
0x5f28	0x63333738646161	320
0x5f28	0x6237356433	320
0x5f28	0x66313639303530	320
0x5f28	0x64356236313161	320
0x5f28	0x3431323133	320
0x5f28	0x623133336631	320
0x5f28	0x6465306635	320
0x5f28	0x64356238313031	320
0x5f28	0x64646335373930	320
0x609c	0x3935	60
0x609c	0x3831	320
0x60e0	0x66666666666666	320
0x60e0	0x31313436313061	320
0x60e0	0x3336313237	320
0x60e0	0x64356236303030	320
0x60e0	0x306236623361	320
0x60e0	0x66303231393136	320
0x60e0	0x31353736303030	320
0x60e0	0x65356236303030	320
0x60e0	0x63333738646161	320
0x60e0	0x6237356433	320
0x60e0	0x66313639303530	320
0x60e0	0x64356236313161	320
0x60e0	0x3431323133	320
0x60e0	0x623133336631	320
0x60e0	0x6465306635	320
0x60e0	0x64356238313031	320
0x60e0	0x64646335373930	320
0x60fe	0x3935	60
0x60fe	0x3831	320
0x6284	0x66666666666666	320
0x6284	0x31313436313061	320
0x6284	0x3336313237	320
0x6284	0x64356236303030	320
0x6284	0x306236623361	320
0x6284	0x66303231393136	320
0x6284	0x31353736303030	320
0x6284	0x65356236303030	320
0x6284	0x63333738646161	320
0x6284	0x6237356433	320
0x6284	0x66313639303530	320
0x6284	0x64356236313161	320
0x6284	0x3431323133	320
0x6284	0x623133336631	320
0x6284	0x6465306635	320
0x6284	0x64356238313031	320
0x6284	0x64646335373930	320
