0xef	0x6435	320
0x27b	0x3761	20
0x27b	0x3666	271
0x27b	0x3635	320
0x357	0x323735	320
0x36d	0x353235	320
0x383	0x376435	320
0x399	0x66666666666666	6631477
0x399	0x31306631	1328859651
0x399	0x31313436313061	6631477
0x399	0x62646436	503368702
0x399	0x653035	2147483647
0x399	0x3336313237	6631477
0x399	0x656335	2147470591
0x399	0x64356236303030	6631477
0x399	0x306236623361	6631477
0x399	0x66303231393136	6631477
0x399	0x31353736303030	6631477
0x399	0x65356236303030	6631477
0x399	0x63333738646161	6631477
0x399	0x31656530	1325386500
0x399	0x6237356433	6631477
0x399	0x66313639303530	6631477
0x399	0x64356236313161	6631477
0x399	0x3431323133	6631477
0x399	0x623133336631	6631477
0x399	0x6465306635	6631477
0x399	0x64356238313031	6631477
0x399	0x64646335373930	6631477
0x15ff	0x303435	320
0x165d	0x333335	320
0x16b3	0x356535	320
0x1709	0x383935	320
0x17cf	0x656335	320
0x1e55	0x66666666666666	320
0x1e55	0x31313436313061	320
0x1e55	0x3336313237	320
0x1e55	0x64356236303030	320
0x1e55	0x306236623361	320
0x1e55	0x66303231393136	320
0x1e55	0x31353736303030	320
0x1e55	0x65356236303030	320
0x1e55	0x63333738646161	320
0x1e55	0x6237356433	320
0x1e55	0x66313639303530	320
0x1e55	0x64356236313161	320
0x1e55	0x3431323133	320
0x1e55	0x623133336631	320
0x1e55	0x6465306635	320
0x1e55	0x64356238313031	320
0x1e55	0x64646335373930	320
0x270a	0x66666666666666	320
0x270a	0x31313436313061	320
0x270a	0x3336313237	320
0x270a	0x64356236303030	320
0x270a	0x306236623361	320
0x270a	0x66303231393136	320
0x270a	0x31353736303030	320
0x270a	0x65356236303030	320
0x270a	0x63333738646161	320
0x270a	0x6237356433	320
0x270a	0x66313639303530	320
0x270a	0x64356236313161	320
0x270a	0x3431323133	320
0x270a	0x623133336631	320
0x270a	0x6465306635	320
0x270a	0x64356238313031	320
0x270a	0x64646335373930	320
0x3145	0x66666666666666	6435896
0x3145	0x31306631	1328664070
0x3145	0x31313436313061	6435896
0x3145	0x62646436	503173121
0x3145	0x653035	2147288066
0x3145	0x3336313237	6435896
0x3145	0x656335	2147275010
0x3145	0x64356236303030	6435896
0x3145	0x306236623361	6435896
0x3145	0x66303231393136	6435896
0x3145	0x31353736303030	6435896
0x3145	0x65356236303030	6435896
0x3145	0x63333738646161	6435896
0x3145	0x623438	2147483647
0x3145	0x31656530	1325190919
0x3145	0x6237356433	6435896
0x3145	0x66313639303530	6435896
0x3145	0x64356236313161	6435896
0x3145	0x3431323133	6435896
0x3145	0x623133336631	6435896
0x3145	0x6465306635	6435896
0x3145	0x64356238313031	6435896
0x3145	0x64646335373930	6435896
0x34bc	0x66666666666666	320
0x34bc	0x31313436313061	320
0x34bc	0x3336313237	320
0x34bc	0x64356236303030	320
0x34bc	0x306236623361	320
0x34bc	0x66303231393136	320
0x34bc	0x31353736303030	320
0x34bc	0x65356236303030	320
0x34bc	0x63333738646161	320
0x34bc	0x6237356433	320
0x34bc	0x66313639303530	320
0x34bc	0x64356236313161	320
0x34bc	0x3431323133	320
0x34bc	0x623133336631	320
0x34bc	0x6465306635	320
0x34bc	0x64356238313031	320
0x34bc	0x64646335373930	320
0x4149	0x3935	320
0x45d4	0x66666666666666	320
0x45d4	0x31313436313061	320
0x45d4	0x3336313237	320
0x45d4	0x64356236303030	320
0x45d4	0x306236623361	320
0x45d4	0x66303231393136	320
0x45d4	0x31353736303030	320
0x45d4	0x65356236303030	320
0x45d4	0x63333738646161	320
0x45d4	0x6237356433	320
0x45d4	0x66313639303530	320
0x45d4	0x64356236313161	320
0x45d4	0x3431323133	320
0x45d4	0x623133336631	320
0x45d4	0x6465306635	320
0x45d4	0x64356238313031	320
0x45d4	0x64646335373930	320
0x48f0	0x66666666666666	320
0x48f0	0x31313436313061	320
0x48f0	0x3336313237	320
0x48f0	0x64356236303030	320
0x48f0	0x306236623361	320
0x48f0	0x66303231393136	320
0x48f0	0x31353736303030	320
0x48f0	0x65356236303030	320
0x48f0	0x63333738646161	320
0x48f0	0x6237356433	320
0x48f0	0x66313639303530	320
0x48f0	0x64356236313161	320
0x48f0	0x3431323133	320
0x48f0	0x623133336631	320
0x48f0	0x6465306635	320
0x48f0	0x64356238313031	320
0x48f0	0x64646335373930	320
0x566d	0x336235	320
0x5709	0x383935	320
0x58eb	0x66666666666666	6435896
0x58eb	0x31306631	1328664070
0x58eb	0x31313436313061	6435896
0x58eb	0x62646436	503173121
0x58eb	0x653035	2147288066
0x58eb	0x3336313237	6435896
0x58eb	0x656335	2147275010
0x58eb	0x64356236303030	6435896
0x58eb	0x306236623361	6435896
0x58eb	0x66303231393136	6435896
0x58eb	0x31353736303030	6435896
0x58eb	0x65356236303030	6435896
0x58eb	0x63333738646161	6435896
0x58eb	0x623438	2147483647
0x58eb	0x31656530	1325190919
0x58eb	0x6237356433	6435896
0x58eb	0x66313639303530	6435896
0x58eb	0x64356236313161	6435896
0x58eb	0x3431323133	6435896
0x58eb	0x623133336631	6435896
0x58eb	0x6465306635	6435896
0x58eb	0x64356238313031	6435896
0x58eb	0x64646335373930	6435896
0x5d20	0x66666666666666	320
0x5d20	0x31313436313061	320
0x5d20	0x3336313237	320
0x5d20	0x64356236303030	320
0x5d20	0x306236623361	320
0x5d20	0x66303231393136	320
0x5d20	0x31353736303030	320
0x5d20	0x65356236303030	320
0x5d20	0x63333738646161	320
0x5d20	0x6237356433	320
0x5d20	0x66313639303530	320
0x5d20	0x64356236313161	320
0x5d20	0x3431323133	320
0x5d20	0x623133336631	320
0x5d20	0x6465306635	320
0x5d20	0x64356238313031	320
0x5d20	0x64646335373930	320
0x63aa	0x3761	320
0x63aa	0x3831	112
0x63bc	0x66666666666666	320
0x63bc	0x31313436313061	320
0x63bc	0x3336313237	320
0x63bc	0x64356236303030	320
0x63bc	0x306236623361	320
0x63bc	0x66303231393136	320
0x63bc	0x31353736303030	320
0x63bc	0x65356236303030	320
0x63bc	0x63333738646161	320
0x63bc	0x6237356433	320
0x63bc	0x66313639303530	320
0x63bc	0x64356236313161	320
0x63bc	0x3431323133	320
0x63bc	0x623133336631	320
0x63bc	0x6465306635	320
0x63bc	0x64356238313031	320
0x63bc	0x64646335373930	320
0x153	0x31306631	320
0x241	0x3131	320
0x257	0x3761	69
0x257	0x3666	320
0x312	0x66666666666666	320
0x312	0x31313436313061	320
0x312	0x3336313237	320
0x312	0x64356236303030	320
0x312	0x306236623361	320
0x312	0x66303231393136	320
0x312	0x31353736303030	320
0x312	0x65356236303030	320
0x312	0x63333738646161	320
0x312	0x6237356433	320
0x312	0x66313639303530	320
0x312	0x64356236313161	320
0x312	0x3431323133	320
0x312	0x623133336631	320
0x312	0x6465306635	320
0x312	0x64356238313031	320
0x312	0x64646335373930	320
0x34b	0x62646436	320
0x13a2	0x66666666666666	320
0x13a2	0x31313436313061	320
0x13a2	0x3336313237	320
0x13a2	0x64356236303030	320
0x13a2	0x306236623361	320
0x13a2	0x66303231393136	320
0x13a2	0x31353736303030	320
0x13a2	0x65356236303030	320
0x13a2	0x63333738646161	320
0x13a2	0x6237356433	320
0x13a2	0x66313639303530	320
0x13a2	0x64356236313161	320
0x13a2	0x3431323133	320
0x13a2	0x623133336631	320
0x13a2	0x6465306635	320
0x13a2	0x64356238313031	320
0x13a2	0x64646335373930	320
0x1d10	0x66666666666666	320
0x1d10	0x31313436313061	320
0x1d10	0x3336313237	320
0x1d10	0x64356236303030	320
0x1d10	0x306236623361	320
0x1d10	0x66303231393136	320
0x1d10	0x31353736303030	320
0x1d10	0x65356236303030	320
0x1d10	0x63333738646161	320
0x1d10	0x6237356433	320
0x1d10	0x66313639303530	320
0x1d10	0x64356236313161	320
0x1d10	0x3431323133	320
0x1d10	0x623133336631	320
0x1d10	0x6465306635	320
0x1d10	0x64356238313031	320
0x1d10	0x64646335373930	320
0x2122	0x66666666666666	320
0x2122	0x31313436313061	320
0x2122	0x3336313237	320
0x2122	0x64356236303030	320
0x2122	0x306236623361	320
0x2122	0x66303231393136	320
0x2122	0x31353736303030	320
0x2122	0x65356236303030	320
0x2122	0x63333738646161	320
0x2122	0x6237356433	320
0x2122	0x66313639303530	320
0x2122	0x64356236313161	320
0x2122	0x3431323133	320
0x2122	0x623133336631	320
0x2122	0x6465306635	320
0x2122	0x64356238313031	320
0x2122	0x64646335373930	320
0x23d6	0x66666666666666	320
0x23d6	0x31313436313061	320
0x23d6	0x3336313237	320
0x23d6	0x64356236303030	320
0x23d6	0x306236623361	320
0x23d6	0x66303231393136	320
0x23d6	0x31353736303030	320
0x23d6	0x65356236303030	320
0x23d6	0x63333738646161	320
0x23d6	0x6237356433	320
0x23d6	0x66313639303530	320
0x23d6	0x64356236313161	320
0x23d6	0x3431323133	320
0x23d6	0x623133336631	320
0x23d6	0x6465306635	320
0x23d6	0x64356238313031	320
0x23d6	0x64646335373930	320
0x26a4	0x66666666666666	320
0x26a4	0x31313436313061	320
0x26a4	0x3336313237	320
0x26a4	0x64356236303030	320
0x26a4	0x306236623361	320
0x26a4	0x66303231393136	320
0x26a4	0x31353736303030	320
0x26a4	0x65356236303030	320
0x26a4	0x63333738646161	320
0x26a4	0x6237356433	320
0x26a4	0x66313639303530	320
0x26a4	0x64356236313161	320
0x26a4	0x3431323133	320
0x26a4	0x623133336631	320
0x26a4	0x6465306635	320
0x26a4	0x64356238313031	320
0x26a4	0x64646335373930	320
0x2e20	0x66666666666666	320
0x2e20	0x31313436313061	320
0x2e20	0x3336313237	320
0x2e20	0x64356236303030	320
0x2e20	0x306236623361	320
0x2e20	0x66303231393136	320
0x2e20	0x31353736303030	320
0x2e20	0x65356236303030	320
0x2e20	0x63333738646161	320
0x2e20	0x6237356433	320
0x2e20	0x66313639303530	320
0x2e20	0x64356236313161	320
0x2e20	0x3431323133	320
0x2e20	0x623133336631	320
0x2e20	0x6465306635	320
0x2e20	0x64356238313031	320
0x2e20	0x64646335373930	320
0x2fea	0x3935	60
0x2fea	0x3831	320
0x3014	0x66666666666666	320
0x3014	0x31313436313061	320
0x3014	0x3336313237	320
0x3014	0x64356236303030	320
0x3014	0x306236623361	320
0x3014	0x66303231393136	320
0x3014	0x31353736303030	320
0x3014	0x65356236303030	320
0x3014	0x63333738646161	320
0x3014	0x6237356433	320
0x3014	0x66313639303530	320
0x3014	0x64356236313161	320
0x3014	0x3431323133	320
0x3014	0x623133336631	320
0x3014	0x6465306635	320
0x3014	0x64356238313031	320
0x3014	0x64646335373930	320
0x304a	0x66666666666666	320
0x304a	0x31313436313061	320
0x304a	0x3336313237	320
0x304a	0x64356236303030	320
0x304a	0x306236623361	320
0x304a	0x66303231393136	320
0x304a	0x31353736303030	320
0x304a	0x65356236303030	320
0x304a	0x63333738646161	320
0x304a	0x6237356433	320
0x304a	0x66313639303530	320
0x304a	0x64356236313161	320
0x304a	0x3431323133	320
0x304a	0x623133336631	320
0x304a	0x6465306635	320
0x304a	0x64356238313031	320
0x304a	0x64646335373930	320
0x3080	0x66666666666666	320
0x3080	0x31313436313061	320
0x3080	0x3336313237	320
0x3080	0x64356236303030	320
0x3080	0x306236623361	320
0x3080	0x66303231393136	320
0x3080	0x31353736303030	320
0x3080	0x65356236303030	320
0x3080	0x63333738646161	320
0x3080	0x6237356433	320
0x3080	0x66313639303530	320
0x3080	0x64356236313161	320
0x3080	0x3431323133	320
0x3080	0x623133336631	320
0x3080	0x6465306635	320
0x3080	0x64356238313031	320
0x3080	0x64646335373930	320
0x30b6	0x66666666666666	320
0x30b6	0x31313436313061	320
0x30b6	0x3336313237	320
0x30b6	0x64356236303030	320
0x30b6	0x306236623361	320
0x30b6	0x66303231393136	320
0x30b6	0x31353736303030	320
0x30b6	0x65356236303030	320
0x30b6	0x63333738646161	320
0x30b6	0x6237356433	320
0x30b6	0x66313639303530	320
0x30b6	0x64356236313161	320
0x30b6	0x3431323133	320
0x30b6	0x623133336631	320
0x30b6	0x6465306635	320
0x30b6	0x64356238313031	320
0x30b6	0x64646335373930	320
0x3152	0x31656530	320
0x3175	0x66666666666666	320
0x3175	0x31313436313061	320
0x3175	0x3336313237	320
0x3175	0x64356236303030	320
0x3175	0x306236623361	320
0x3175	0x66303231393136	320
0x3175	0x31353736303030	320
0x3175	0x65356236303030	320
0x3175	0x63333738646161	320
0x3175	0x6237356433	320
0x3175	0x66313639303530	320
0x3175	0x64356236313161	320
0x3175	0x3431323133	320
0x3175	0x623133336631	320
0x3175	0x6465306635	320
0x3175	0x64356238313031	320
0x3175	0x64646335373930	320
0x31d4	0x66666666666666	320
0x31d4	0x31313436313061	320
0x31d4	0x3336313237	320
0x31d4	0x64356236303030	320
0x31d4	0x306236623361	320
0x31d4	0x66303231393136	320
0x31d4	0x31353736303030	320
0x31d4	0x65356236303030	320
0x31d4	0x63333738646161	320
0x31d4	0x6237356433	320
0x31d4	0x66313639303530	320
0x31d4	0x64356236313161	320
0x31d4	0x3431323133	320
0x31d4	0x623133336631	320
0x31d4	0x6465306635	320
0x31d4	0x64356238313031	320
0x31d4	0x64646335373930	320
0x3653	0x66666666666666	2147483647
0x3653	0x31313436313061	2147483647
0x3653	0x3336313237	2147483647
0x3653	0x64356236303030	2147483647
0x3653	0x306236623361	2147483647
0x3653	0x66303231393136	2147483647
0x3653	0x31353736303030	2147483647
0x3653	0x65356236303030	2147483647
0x3653	0x63333738646161	2147483647
0x3653	0x6237356433	2147483647
0x3653	0x66313639303530	2147483647
0x3653	0x64356236313161	2147483647
0x3653	0x3431323133	2147483647
0x3653	0x623133336631	2147483647
0x3653	0x6465306635	2147483647
0x3653	0x64356238313031	2147483647
0x3653	0x64646335373930	2147483647
0x3683	0x66666666666666	862085990
0x3683	0x31313436313061	862085990
0x3683	0x3336313237	862085990
0x3683	0x64356236303030	862085990
0x3683	0x306236623361	862085990
0x3683	0x66303231393136	862085990
0x3683	0x31353736303030	862085990
0x3683	0x65356236303030	862085990
0x3683	0x63333738646161	862085990
0x3683	0x6237356433	862085990
0x3683	0x66313639303530	862085990
0x3683	0x64356236313161	862085990
0x3683	0x3431323133	862085990
0x3683	0x623133336631	862085990
0x3683	0x6465306635	862085990
0x3683	0x64356238313031	862085990
0x3683	0x64646335373930	862085990
0x3734	0x66666666666666	320
0x3734	0x31313436313061	320
0x3734	0x3336313237	320
0x3734	0x64356236303030	320
0x3734	0x306236623361	320
0x3734	0x66303231393136	320
0x3734	0x31353736303030	320
0x3734	0x65356236303030	320
0x3734	0x63333738646161	320
0x3734	0x6237356433	320
0x3734	0x66313639303530	320
0x3734	0x64356236313161	320
0x3734	0x3431323133	320
0x3734	0x623133336631	320
0x3734	0x6465306635	320
0x3734	0x64356238313031	320
0x3734	0x64646335373930	320
0x3872	0x66666666666666	320
0x3872	0x31313436313061	320
0x3872	0x3336313237	320
0x3872	0x64356236303030	320
0x3872	0x306236623361	320
0x3872	0x66303231393136	320
0x3872	0x31353736303030	320
0x3872	0x65356236303030	320
0x3872	0x63333738646161	320
0x3872	0x6237356433	320
0x3872	0x66313639303530	320
0x3872	0x64356236313161	320
