0x9c
0x14a
0x211
0x229
0x236
0x814
0x8f8
0xa98
0xc10
0xf30
0xfb4
0xff4
0x103a
0x11ca
0x1261
0x12c6
0x137f
0x142a
0x1448
0x1464
0x1482
0x14ea
0x154c
0x15ae
0x15f0
0x1640
0x17e7
0x183c
0x1961
0x19e1
0x1b16
0x1b90
0x1bfe
0x1dee
0x1e16
0x1fd7
0x2004
0x2040
0x21b2
0x2310
0x233e
0x257c
0x26e0
0x2978
0x297d
0x2a0a
0x2af5
0x2b8e
0x2c88
0x2c9e
0x2ce2
0x2d82
0x2dce
0x2e6f
