0xf0
0xf9
0x13f
0x28c
0x2de
0x2e9
0x344
0x382
0x648
0x64a
0xa6a
0xb13
0xbae
0xbd4
0xda7
0xef4
0x1023
0x105c
0x10fb
0x12de
0x12fa
0x1354
0x139a
0x13aa
0x13c6
0x13e8
0x141a
0x1422
0x1440
0x1460
0x14ba
0x14de
0x14f6
0x15b4
0x1790
0x1840
0x18f0
0x1d09
0x1db0
0x1e5f
