0x3f	0x623738
0x60	0x32353738303633
0x16	0x63353736
0x1c	0x66666666666666
0x26	0x303630303230
0x2d	0x3630
0x4a	0x3135373830
0x53	0x3738
0x57	0x61623134363130
0x69	0x316434363437
0x77	0x3537
0x80	0x37303934
0x85	0x3134363130
0x8d	0x35373830
0x96	0x3736
0xa3	0x353738
0xab	0x64373639
0xb1	0x313436313031
0xb9	0x3537
0xc3	0x65633337
0xd9	0x663066613134
0xe4	0x353537
0xf0	0x636235
0xfa	0x62353738
0x103	0x3536366236
0x11b	0x3865663831
0x127	0x353738
0x133	0x65303134363130
0x144	0x613738
0x149	0x3234
0x15a	0x36323636
0x169	0x35373830363366
0x172	0x613663316131
0x17e	0x653537
0x186	0x61396438373133
0x194	0x6435373562
0x1a0	0x64356233343135
0x1ac	0x6335373630
0x1b6	0x64356236313030
0x1be	0x30363030313630
0x1c6	0x3036
0x1cd	0x3033
0x1dc	0x33353635623030
0x1e5	0x333431
0x1ee	0x64353736303030
0x1f8	0x64356236313031
0x20d	0x3536356236
0x232	0x33356233343135
0x248	0x64356236313030
0x250	0x30363030343335
0x25a	0x66363032343335
0x279	0x333431
0x28c	0x64356236313030
0x294	0x30363030313630
0x29c	0x3036
0x2a3	0x3033
0x2b7	0x333431
0x2ca	0x64356236313030
0x2d2	0x30363030313630
0x2da	0x3036
0x2e1	0x3033
0x2f5	0x333431
0x308	0x64356236313030
0x310	0x30363030343335
0x31a	0x66363032343335
0x327	0x3265
0x32d	0x333431
0x336	0x3135
0x340	0x64356236313030
0x348	0x30363030313630
0x350	0x3036
0x357	0x3033
0x365	0x65623536356233
0x374	0x30353736
0x37e	0x64356236313030
0x386	0x30363030343335
0x397	0x333431
0x3a0	0x3635373630
0x3aa	0x64356236313031
0x3b2	0x313630303433
0x3be	0x3835
0x3c3	0x363034
0x3d0	0x3038
0x3dd	0x383338
0x408	0x653536356235
0x430	0x33356233343135
0x446	0x64356236313030
0x44e	0x30363030343335
0x458	0x66363032343335
0x477	0x333431
