0xb1
0x20d
0x318
0x371
0x3d4
0x5a5
0x62d
0x6ef
0x728
0x7b8
0x7bd
0x7e4
0x7e9
0x889
0x905
0x92b
0x951
0x9ea
0x9ef
0xa3b
0xa5a
0xaf5
0xb54
0xb59
0xb7f
0xbe9
0xc8d
0xcac
0xcb3
0xd1d
0xd5b
0xd87
0x1024
0x102d
0x104e
0x1053
0x10ad
0x10e5
0x110b
0x114f
0x1176
0x117b
0x11ba
0x11bf
0x11e5
0x148a
0x14a8
0x1508
0x1526
0x1586
0x15a4
0x1689
0x16ba
0x1788
0x17d1
0x1978
0x1a45
0x1b5f
0x1bdb
0x1c0c
0x1c2a
0x1c60
0x1dcc
0x1df0
0x1e74
0x1f23
0x1f54
0x20d8
0x212c
0x2388
0x2435
0x2441
0x24b3
0x24e4
0x2538
0x264f
0x2680
0x27d6
0x2a57
0x2ad3
0x2b04
0x2b58
0x2c24
0x2c48
0x2d0c
0x2d5a
0x2e20
0x2e82
0x2f70
0x3026
0x307a
0x308e
0x31be
0x341e
0x3570
0x35d2
0x35eb
0x36f0
0x375e
0x3777
0x37f3
0x3824
0x3848
0x389e
0x38be
0x3b4b
0x3bc9
0x3bfa
0x3c18
0x3c67
0x3cda
0x3d3a
0x3d9a
0x3f87
0x4092
0x410f
0x418f
0x41c0
0x4243
0x4274
0x47f4
0x480e
0x482c
0x48f8
0x4921
0x4965
