0x19	0x3335	320
0x24	0x66666666666666	320
0x24	0x64353738303633	320
0x24	0x64356236313031	320
0x24	0x63333738646161	320
0x24	0x31353766653562	320
0x24	0x306261643230	320
0x7f	0x3835	320
0x2ec	0x66666666666666	320
0x2ec	0x64353738303633	320
0x2ec	0x64356236313031	320
0x2ec	0x63333738646161	320
0x2ec	0x31353766653562	320
0x2ec	0x306261643230	320
0x3d8	0x66666666666666	320
0x3d8	0x64353738303633	320
0x3d8	0x64356236313031	320
0x3d8	0x63333738646161	320
0x3d8	0x31353766653562	320
0x3d8	0x306261643230	320
0x54b	0x6135	320
0x59e	0x66666666666666	320
0x59e	0x64353738303633	320
0x59e	0x64356236313031	320
0x59e	0x63333738646161	320
0x59e	0x31353766653562	320
0x59e	0x306261643230	320
0xdfc	0x3835	108
0xdfc	0x3761	320
0xe12	0x66666666666666	320
0xe12	0x64353738303633	320
0xe12	0x64356236313031	320
0xe12	0x63333738646161	320
0xe12	0x31353766653562	320
0xe12	0x306261643230	320
0x108	0x66666666666666	320
0x108	0x64353738303633	320
0x108	0x64356236313031	320
0x108	0x63333738646161	320
0x108	0x31353766653562	320
0x108	0x306261643230	320
0x752	0x393235	946026339
0x9aa	0x66666666666666	320
0x9aa	0x64353738303633	320
0x9aa	0x64356236313031	320
0x9aa	0x63333738646161	320
0x9aa	0x31353766653562	320
0x9aa	0x306261643230	320
0x9ca	0x336566	320
0xcf6	0x66666666666666	320
0xcf6	0x64353738303633	320
0xcf6	0x64356236313031	320
0xcf6	0x63333738646161	320
0xcf6	0x31353766653562	320
0xcf6	0x306261643230	320
0xd16	0x336566	320
0xd5c	0x3033	320
0xde4	0x66666666666666	320
0xde4	0x64353738303633	320
0xde4	0x64356236313031	320
0xde4	0x63333738646161	320
0xde4	0x31353766653562	320
0xde4	0x306261643230	320
