0x2af
0x340
0x354
0x382
0x438
0x584
0x65e
0x6ae
0x7fa
0x8a2
0xa9e
0xbea
0xbf5
0xed4
0x1332
0x1384
0x1416
0x1488
0x14ca
0x14e4
0x151c
0x15bc
0x15f4
0x1656
0x1903
0x1ada
0x1c6f
0x1d32
0x1d46
0x1d5c
0x1e43
0x2025
0x236d
0x246f
0x2500
0x2519
0x259c
0x25ae
0x2842
0x28e2
0x2966
0x2b2e
0x2e55
0x2f7f
0x3081
0x3263
0x348a
0x34ae
0x34d6
0x350f
0x353b
0x3542
0x3564
0x3574
0x36d1
0x3823
0x385c
0x3a60
0x3b0e
0x3b4c
0x3bcf
0x3c11
0x3c20
0x3c30
0x3c7a
0x3c98
0x3edb
0x3fca
0x4056
0x405b
0x4072
0x4092
0x40b5
