0xc3
0xd7
0x11f
0x141
0x274
0x289
0x29f
0x2ad
0x2b8
0x3a5
0x3af
0x5bf
0x703
0x725
0x856
0x971
0x982
0x99c
0xad2
0xad9
0xb02
0xbdc
0xce2
0xd28
0xd2f
0xd56
0xd5d
0xd86
0xd9e
0xdea
0x10c2
0x10c9
0x10f0
0x10f7
0x1128
0x121c
0x12aa
0x12b1
0x1399
0x13a4
0x13be
0x14e4
0x160f
0x1620
0x1634
0x164f
