0xf2
0x179
0x35c
0x4a4
0x5fc
0x788
0x7d4
0x816
0x9a9
0xa07
0xa52
0xac0
0xb3c
0xbbf
0xc12
0xc17
0xc9e
0xcc8
0xd32
0xd70
0xf76
0xfce
0x104b
0x1101
0x1207
0x1270
0x12cb
0x1433
0x1472
0x1490
0x14aa
0x14c6
0x155c
0x15d8
0x1637
