0x16d
0x248
0x253
0x2da
0x328
0x454
0x4b6
0x616
0x700
0x85a
0x9f8
0xa84
0xc9e
0xe64
0xebf
0xfec
0x10e8
0x10ed
0x1168
0x13ae
0x1416
0x1439
0x1440
0x15b3
0x1867
0x1916
0x191f
0x1bfb
0x1c8c
0x1cbe
0x1da1
0x1dba
0x1e32
0x2091
0x235a
0x2532
0x25cc
0x2620
0x2765
0x2913
0x2a70
0x2ac2
0x2bbf
0x2c22
0x2c6b
0x2d81
0x2db4
0x2e3c
0x2e62
0x30ea
0x34a2
0x34b6
0x34c4
0x3539
0x35e4
0x35ee
0x3601
0x361f
