0x173	0x3135	320
0x4da	0x64356236313032	320
0x4da	0x64356236313033	320
0x4da	0x64356236313035	320
0x4da	0x66303231393136	320
0x4da	0x63333738646161	320
0x4da	0x3265383338	320
0x4da	0x64356236303030	320
0x6e4	0x64356236313032	2147483647
0x6e4	0x64356236313033	2147483647
0x6e4	0x64356236313035	2147483647
0x6e4	0x66303231393136	2147483647
0x6e4	0x63333738646161	2147483647
0x6e4	0x3265383338	2147483647
0x6e4	0x64356236303030	2147483647
0x94f	0x6335	320
0x1a47	0x64356236313032	2147483647
0x1a47	0x64356236313033	2147483647
0x1a47	0x64356236313035	2147483647
0x1a47	0x66303231393136	2147483647
0x1a47	0x63333738646161	2147483647
0x1a47	0x3265383338	2147483647
0x1a47	0x64356236303030	2147483647
0x2afe	0x64356236313032	320
0x2afe	0x64356236313033	320
0x2afe	0x64356236313035	320
0x2afe	0x66303231393136	320
0x2afe	0x63333738646161	320
0x2afe	0x3265383338	320
0x2afe	0x64356236303030	320
0x2c36	0x64316664	320
0x2d47	0x3835	320
0x3006	0x3835	108
0x3006	0x3761	320
0xaea	0x64356236313032	320
0xaea	0x64356236313033	320
0xaea	0x64356236313035	320
0xaea	0x66303231393136	320
0xaea	0x63333738646161	320
0xaea	0x3265383338	320
0xaea	0x64356236303030	320
0x1096	0x64356236313032	320
0x1096	0x64356236313033	320
0x1096	0x64356236313035	320
0x1096	0x66303231393136	320
0x1096	0x63333738646161	320
0x1096	0x3265383338	320
0x1096	0x64356236303030	320
0x179e	0x64356236313032	320
0x179e	0x64356236313033	320
0x179e	0x64356236313035	320
0x179e	0x66303231393136	320
0x179e	0x63333738646161	320
0x179e	0x3265383338	320
0x179e	0x64356236303030	320
0x2122	0x64356236313032	320
0x2122	0x64356236313033	320
0x2122	0x64356236313035	320
0x2122	0x66303231393136	320
0x2122	0x63333738646161	320
0x2122	0x3265383338	320
0x2122	0x64356236303030	320
0x24de	0x64356236313032	320
0x24de	0x64356236313033	320
0x24de	0x64356236313035	320
0x24de	0x66303231393136	320
0x24de	0x63333738646161	320
0x24de	0x3265383338	320
0x24de	0x64356236303030	320
0x302b	0x64356236313032	811940151
0x302b	0x64356236313033	811940151
0x302b	0x64356236313035	811940151
0x302b	0x66303231393136	811940151
0x302b	0x63333738646161	811940151
0x302b	0x3265383338	811940151
0x302b	0x64356236303030	811940151
0x302b	0x64316664	1278464722
0x302b	0x30653937	2147483647
