0x7e
0x25f
0x586
0x692
0x697
0x839
0x8ae
0x8f4
0x968
0x96d
0xa76
0xa9a
0xa9f
0xacf
0xc3a
0xfba
0x1012
0x10c8
0x1108
0x1120
0x1132
0x1137
0x1228
0x126a
0x1283
0x12d8
0x1318
0x137e
0x13f6
0x144c
0x1451
0x1458
0x1482
0x149a
0x14ae
0x14ce
0x14ec
0x1500
0x1516
0x152e
0x1544
0x1564
0x1582
0x15a4
0x15ae
0x174c
0x1992
0x1aae
0x1b8b
0x1c02
0x1c48
0x1ca8
0x1cd7
0x1d03
0x1d2d
