0x7b
0x3f4
0x4aa
0x6b4
0x88c
0x95b
0xa81
0xb4b
0xd34
0xd41
0xd4a
0xd9e
0xdd2
0xe72
0xe7f
0xe88
0x10b9
0x1103
0x114d
