0x10a
0x1a7
0x5ca
0x7d0
0x82a
0x858
0x880
0x92e
0x9b0
0xd2a
0xeac
0x1060
0x10b9
0x1100
0x133d
0x138a
0x14a8
0x14e0
0x1502
0x15cd
0x1758
0x1ab2
0x1b10
0x1cef
0x247b
0x288b
0x2ddd
0x30c3
0x3290
0x32a1
