0x61a
0x668
0x6c8
0x746
0x7c6
0x7f0
0x81a
0x844
0x8b4
0x8de
0x908
0xa0a
0xa34
0xa5e
0xa88
0xb8a
0xbb4
0xc7c
0xcb0
0xd4c
0xde3
0xf8d
0x1035
0x111c
0x1179
0x1260
0x12ab
0x13ac
0x140a
0x1544
0x15ae
0x15ff
0x171e
0x173c
0x18a0
0x18f9
0x196d
0x19ef
0x1ab0
0x1bed
0x1c4c
0x1c5d
0x1d4a
0x1d58
0x1dec
0x1e2a
0x1f8a
0x21e3
0x22b1
0x23b7
0x2420
0x247b
0x25ef
0x2666
0x27b2
0x282d
0x285d
0x286c
0x28e6
0x2918
0x2a3c
0x2a9e
0x2aa3
0x2b11
0x2b1e
0x2bff
0x2c45
0x2c62
