0x1a7
0x2f0
0x614
0x6a2
0x882
0x944
0xf5a
0x12b5
0x12f0
0x13f6
0x140b
0x1450
0x16dd
0x175e
0x1866
0x190f
0x192a
0x1a0b
0x1a26
0x1bee
0x1c0f
0x1c4a
0x1ff9
0x2032
0x2131
0x22b4
0x2501
0x252a
0x255e
0x2850
0x28ae
0x2ad9
0x2d01
0x2d3e
0x3133
0x32d2
0x32fe
0x33aa
0x3455
0x345c
0x3729
0x3fb7
0x4401
0x448c
0x449f
0x44e8
