0x0	30
0xd	45
0xc7	6
0xe8	6
0x166	6
0x1da	6
0x1f1	6
0x329	6
0x3b8	6
0x3cf	6
0x443	6
0x4b0	108
0x529	437
0x570	237
0x599	234
0x665	237
0x6e2	108
0x766	108
0x7e5	123
0x89b	242
0x90f	236
0xa59	108
0xb40	108
0xbc4	108
0xc43	123
0xcf9	242
0xd6d	236
0xeb7	108
0xfe7	108
0x10f6	108
0x11ec	248
0x1288	248
0x1315	115
0x13cb	234
0x1484	234
0x153d	234
0x15aa	108
0x162e	108
0x16ad	123
0x1763	242
0x17d7	236
0x1924	108
0x199d	437
0x19e4	237
0x1a0c	234
0x1ad8	237
0x1ba0	108
0x1cd6	108
0x1d4f	437
0x1d96	237
0x1dbf	234
0x1e8b	237
0x559	0
0x57f	0
0x5a6	0
0x605	0
0x620	0
0x631	0
0x674	0
0x8bf	0
0x91d	0
0xad4	0
0xb15	0
0xd1d	0
0xd7b	0
0xf32	0
0xf73	0
0x137b	0
0x13d8	0
0x1434	0
0x1491	0
0x14ed	0
0x154a	0
0x1787	0
0x17e5	0
0x19cd	0
0x19f2	0
0x1a19	0
0x1a78	0
0x1a93	0
0x1aa4	0
0x1ae6	0
0x1c1b	0
0x1c5c	0
0x1d7f	0
0x1da5	0
0x1dcc	0
0x1e2b	0
0x1e46	0
0x1e57	0
0x1e9a	0
0xcb	17
0xd4	1
0x452	288
0xde	1
0x6d3	234
0xec	73
0x10b	79
0x9fe	282
0x15c	1
0xb31	234
0x16a	73
0x189	79
0xe5c	282
0x1de	17
0xf8f	276
0x1f5	17
0x1fe	234
0x108f	306
0x276	51
0x25b	26
0x2a3	77
0x2dc	51
0x2c1	26
0x309	50
0x32d	79
0x362	164
0x12ed	292
0x3ae	1
0x159b	234
0x3bc	17
0x3c5	1
0x18c6	288
0x3d3	73
0x3f2	79
0x1b45	282
0x447	17
0x450	1
0x1c78	288
0x51d	226
0x6a2	15312
0x53a	667
0x55a	19
0x699	5015
0x580	285
0x68c	31
0x5a7	551
0x606	288
0x621	245
0x632	1049
0x68b	1
0x675	5074
0x562	234
0x74f	259
0x7d3	31
0x878	5241
0x94e	15698
0x8c0	327
0x941	31
0x91e	5304
0x9fb	11
0x88d	234
0xac6	235
0xad5	536
0xb16	292
0xbad	259
0xc31	31
0xcd6	5241
0xdac	15698
0xd1e	327
0xd9f	31
0xd7c	5304
0xe59	11
0xceb	234
0xf24	235
0xf33	536
0xf74	292
0x1054	5246
0x1163	2284
0x122a	609
0x11ff	58
0x120d	250
0x12c6	104
0x129b	58
0x12a9	250
0x1344	9
0x158c	43
0x13fd	9
0x137c	327
0x13f0	31
0x13d9	277
0x1349	234
0x14b6	9
0x1435	327
0x14a9	31
0x1492	277
0x1402	234
0x156f	657
0x14ee	327
0x1562	31
0x154b	277
0x14bb	234
0x1617	259
0x169b	31
0x1740	5241
0x1816	15698
0x1788	327
0x1809	31
0x17e6	5304
0x18c3	11
0x1755	234
0x1991	226
0x1b14	15312
0x19ae	667
0x19ce	19
0x1b0b	5015
0x19f3	285
0x1afe	31
0x1a1a	551
0x1a79	288
0x1a94	245
0x1aa5	1049
0x1afd	1
0x1ae7	5074
0x19d6	234
0x1c0d	235
0x1c1c	536
0x1c5d	292
0x1d43	226
0x1ec8	15312
0x1d60	667
0x1d80	19
0x1ebf	5015
0x1da6	285
0x1eb2	31
0x1dcd	551
0x1e2c	288
0x1e47	245
0x1e58	1049
0x1eb1	1
0x1e9b	5074
0x1d88	234
0x1f2a	12
0x1f2d	12
0x1f30	12
0x1f33	12
0x1f36	12
0x1f39	12
0x1f3c	12
0x1f3f	12
0x1f42	12
0x1f45	12
0x1f48	12
0x1f4b	12
0x1f4e	12
0xba	7
0xbf	22
0xd6	15
0xe0	22
0x154	15
0x15e	22
0x1d2	22
0x1e9	22
0x321	22
0x3a6	15
0x3b0	22
0x3c7	22
0x43b	22
0x41	22
0x4c	22
0x57	22
0x62	22
0x6d	22
0x78	22
0x83	22
0x8e	22
0x99	22
0xa4	22
0xaf	22
0x264	49
0x28a	66
0x2ca	49
0x2f0	66
0x11e4	22
0x1221	24
0x1280	22
0x12bd	24
0x1357	243
0x1410	243
0x14c9	243
