0x5e	0x66
0x68	0xa9
0x75	0x7d
0xa5	0x225
0xaf	0xb7
0xb9	0xc0
0xbc	0x2c0
0xda	0xe2
0xe4	0x10f
0xf1	0xf9
0x10b	0x2c6
0x18f	0x197
0x199	0x1a0
0x19c	0x33d
0x1ba	0x1c2
0x1c4	0x1cb
0x1c7	0x343
0x1e2	0x223
0x1ef	0x1f7
0x21f	0x349
0x278	0x2bd
0x2ce	0x2d3
0x355	0x3a4
0x391	0x39e
0x3a0	0x6c5
0x3b4	0x41a
0x3fb	0x408
0x416	0x41e
0x436	0x43f
0x43b	0x6c8
0x449	0x44e
0x4a6	0x4ab
0x4e4	0x4e9
0x54c	0x559
0x593	0x5a0
0x5b8	0x5bd
0x5d1	0x5d6
0x5de	0x6c0
0x5f1	0x5f6
0x60a	0x60f
0x61d	0x622
0x68c	0x699
0x6bc	0x5aa
0x6d2	0x6f5
0x6eb	0x6f4
0x6f0	0x6fa
0x6fb	0x76c
0x705	0x768
0x764	0x700
0x7a4	0x7b2
0x7a6	0x7b5
0x7a8	0x7b8
0x7aa	0x7bb
0x7ac	0x7be
0x7ae	0x7c1
0x7b0	0x7c4
